index,titulo_y,ubicacion_y,precio_num,habitaciones_num,baños_num,metros_num,superficie_construida_num,superficie_util_num,link,url,lat,lon
1756,Piso en Quintana,Quintana (Distrito Ciudad Lineal. Madrid Capital),1200.0,1.0,1.0,45.0,45.0,,https://www.pisos.com/alquilar/piso-ciudad_lineal_quintana-52591254640_104700/,https://www.pisos.com/alquilar/piso-ciudad_lineal_quintana-52591254640_104700/,40.438717,-3.6371917
1758,Piso en Getafe Centro,Las Margaritas-Universidad (Getafe),1500.0,3.0,1.0,54.0,54.0,,https://www.pisos.com/alquilar/piso-las_margaritas_universidad28902-53347595863_102100/,https://www.pisos.com/alquilar/piso-las_margaritas_universidad28902-53347595863_102100/,40.3162563,-3.7295218
1760,Apartamento en Ciudad Universitaria,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),2200.0,3.0,2.0,95.0,95.0,,https://www.pisos.com/alquilar/apartamento-ciudad_universitaria28040-50875394271_101800/,https://www.pisos.com/alquilar/apartamento-ciudad_universitaria28040-50875394271_101800/,40.4474143,-3.7116472
1761,Piso en Entrevías,Entrevías (Distrito Puente de Vallecas. Madrid Capital),1185.0,3.0,1.0,61.0,61.0,,https://www.pisos.com/alquilar/piso-puente_de_vallecas_entrevias28053-52539508012_100500/,https://www.pisos.com/alquilar/piso-puente_de_vallecas_entrevias28053-52539508012_100500/,40.3815738,-3.6713286
1771,Apartamento en Valderrivas,Valderrivas (Distrito Vicálvaro. Madrid Capital),4000.0,4.0,2.0,145.0,145.0,,https://www.pisos.com/alquilar/apartamento-valderrivas28032-52566928825_101800/,https://www.pisos.com/alquilar/apartamento-valderrivas28032-52566928825_101800/,40.398912636,-3.603110274
1773,Casa en Dehesa Vieja-Puente Cultural,Dehesa Vieja-Puente Cultural (San Sebastián de los Reyes),3900.0,7.0,8.0,680.0,680.0,,https://www.pisos.com/alquilar/casa-dehesa_vieja_puente_cultural28702-45085657897_101800/,https://www.pisos.com/alquilar/casa-dehesa_vieja_puente_cultural28702-45085657897_101800/,40.5739295,-3.6059379
1776,Apartamento en San Juan Bautista,San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital),1800.0,2.0,2.0,101.0,101.0,,https://www.pisos.com/alquilar/apartamento-san_juan_bautista28043-48377093944_101800/,https://www.pisos.com/alquilar/apartamento-san_juan_bautista28043-48377093944_101800/,40.4504827,-3.6603903
1777,Piso en calle de Peña Gorbea,San Diego (Distrito Puente de Vallecas. Madrid Capital),1200.0,2.0,1.0,70.0,70.0,61.0,https://www.pisos.com/alquilar/piso-san_diego28053-53366561854_100500/,https://www.pisos.com/alquilar/piso-san_diego28053-53366561854_100500/,40.3958435,-3.6671165
1781,Ático en calle de María Teresa,Guindalera (Distrito Barrio de Salamanca. Madrid Capital),3000.0,2.0,125.0,,125.0,,https://www.pisos.com/alquilar/atico-guindalera28028-49263795010_101800/,https://www.pisos.com/alquilar/atico-guindalera28028-49263795010_101800/,40.4362911,-3.668132
1783,Apartamento en Hispanoamérica,Hispanoamérica (Distrito Chamartín. Madrid Capital),1900.0,2.0,1.0,47.0,47.0,,https://www.pisos.com/alquilar/apartamento-chamartin_hispanoamerica28016-52554835953_101800/,https://www.pisos.com/alquilar/apartamento-chamartin_hispanoamerica28016-52554835953_101800/,40.4524529,-3.674788
1785,Piso en Navalagamella,Navalagamella,650.0,2.0,1.0,62.0,,,https://www.pisos.com/alquilar/piso-navalagamella_centro_urbano-52577980519_108500/,https://www.pisos.com/alquilar/piso-navalagamella_centro_urbano-52577980519_108500/,,
1787,Piso en S.S. de los Reyes,Arroyos y Tempranales (San Sebastián de los Reyes),1150.0,1.0,1.0,42.0,42.0,,https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28703-51727333408_102100/,https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28703-51727333408_102100/,40.5555459,-3.6427962
1789,Piso en San Cristóbal,San Cristóbal (Distrito Villaverde. Madrid Capital),1020.0,3.0,1.0,57.0,57.0,,https://www.pisos.com/alquilar/piso-villaverde_san_cristobal-52567929575_100500/,https://www.pisos.com/alquilar/piso-villaverde_san_cristobal-52567929575_100500/,40.3434745,-3.6857388
1792,Piso en calle de los Irlandeses,Palacio (Distrito Centro. Madrid Capital),1000.0,1.0,1.0,55.0,55.0,,https://www.pisos.com/alquilar/piso-centro_palacio28005-52543043261_100500/,https://www.pisos.com/alquilar/piso-centro_palacio28005-52543043261_100500/,40.4096086,-3.7109619
1793,Piso en Torres de La Alameda,Torres de la Alameda,850.0,2.0,1.0,66.0,66.0,60.0,https://www.pisos.com/alquilar/piso-torres_de_la_alameda_centro_urbano-47504752463_100500/,https://www.pisos.com/alquilar/piso-torres_de_la_alameda_centro_urbano-47504752463_100500/,40.407601672,-3.365879904
1797,Apartamento en Opañel,Opañel (Distrito Carabanchel. Madrid Capital),700.0,1.0,1.0,32.0,32.0,30.0,https://www.pisos.com/alquilar/apartamento-opanel28019-53377154735_516598/,https://www.pisos.com/alquilar/apartamento-opanel28019-53377154735_516598/,40.3904069,-3.7272669
1798,Piso en calle de Caramuel,Puerta del Ángel (Distrito Latina. Madrid Capital),895.0,1.0,1.0,70.0,70.0,,https://www.pisos.com/alquilar/piso-puerta_del_angel-52577669037_108900/,https://www.pisos.com/alquilar/piso-puerta_del_angel-52577669037_108900/,40.4124668,-3.7267449
1801,Piso en San Fermín,San Fermín (Distrito Usera. Madrid Capital),1150.0,2.0,1.0,90.0,,,https://www.pisos.com/alquilar/piso-san_fermin-37508750569_100500/,https://www.pisos.com/alquilar/piso-san_fermin-37508750569_100500/,,
1804,Dúplex en El Álamo,El Álamo,900.0,3.0,2.0,100.0,100.0,,https://www.pisos.com/alquilar/duplex-el_alamo_centro_urbano-53363919199_101800/,https://www.pisos.com/alquilar/duplex-el_alamo_centro_urbano-53363919199_101800/,40.2332417,-3.9921729
1805,Loft en Numancia,Numancia (Distrito Puente de Vallecas. Madrid Capital),1200.0,1.0,128.0,,128.0,,https://www.pisos.com/alquilar/loft-numancia28038-51708155034_101800/,https://www.pisos.com/alquilar/loft-numancia28038-51708155034_101800/,40.398422022,-3.666259027
1806,Apartamento en calle de Sierra de Pajarejo,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),1350.0,1.0,1.0,74.0,74.0,,https://www.pisos.com/alquilar/apartamento-valdemarin-52503536581_101800/,https://www.pisos.com/alquilar/apartamento-valdemarin-52503536581_101800/,40.4669468,-3.7976703
1807,Chalet en calle de San Gerardo,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),4500.0,6.0,4.0,329.0,329.0,,https://www.pisos.com/alquilar/chalet-valdezarza28035-52539810238_100500/,https://www.pisos.com/alquilar/chalet-valdezarza28035-52539810238_100500/,40.4703871,-3.7243751
1808,Piso en Almendrales,Almendrales (Distrito Usera. Madrid Capital),1025.0,2.0,1.0,55.0,55.0,,https://www.pisos.com/alquilar/piso-almendrales28026-31679714748_100500/,https://www.pisos.com/alquilar/piso-almendrales28026-31679714748_100500/,40.3828682,-3.7030537
1809,Casa en Nueva España,Nueva España (Distrito Chamartín. Madrid Capital),4500.0,3.0,3.0,161.0,161.0,,https://www.pisos.com/alquilar/casa-nueva_espana28016-51697010592_101800/,https://www.pisos.com/alquilar/casa-nueva_espana28016-51697010592_101800/,40.4663734,-3.6771697
1810,Apartamento en Río Rosas,Río Rosas (Distrito Chamberí. Madrid Capital),1700.0,1.0,1.0,62.0,62.0,,https://www.pisos.com/alquilar/apartamento-rio_rosas28003-53356011338_101800/,https://www.pisos.com/alquilar/apartamento-rio_rosas28003-53356011338_101800/,40.4425692,-3.7008477
1813,Apartamento en La Moraleja,La Moraleja (La Moraleja),5500.0,6.0,4.0,400.0,400.0,,https://www.pisos.com/alquilar/apartamento-la_moraleja_distrito28109-51674266685_101800/,https://www.pisos.com/alquilar/apartamento-la_moraleja_distrito28109-51674266685_101800/,40.5100597,-3.6082316
1814,Piso en Villa de Vallecas,Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital),1150.0,2.0,2.0,70.0,,,https://www.pisos.com/alquilar/piso-palomeras_sureste28031-52552847655_108900/,https://www.pisos.com/alquilar/piso-palomeras_sureste28031-52552847655_108900/,,
1819,Estudio en Valdeacederas,Valdeacederas (Distrito Tetuán. Madrid Capital),650.0,1.0,40.0,,,,https://www.pisos.com/alquilar/estudio-valdeacederas28029-52579219404_104700/,https://www.pisos.com/alquilar/estudio-valdeacederas28029-52579219404_104700/,,
1820,Piso en Boadilla del Monte,Sector B (Boadilla del Monte),1800.0,3.0,2.0,120.0,120.0,,https://www.pisos.com/alquilar/piso-sector_b28660-53391490332_100500/,https://www.pisos.com/alquilar/piso-sector_b28660-53391490332_100500/,40.4093767,-3.8971217
1821,Piso en Carlos Ruiz - P29,Carlos Ruiz (Collado Villalba),890.0,2.0,2.0,63.0,63.0,,https://www.pisos.com/alquilar/piso-carlos_ruiz-53419127338_108900/,https://www.pisos.com/alquilar/piso-carlos_ruiz-53419127338_108900/,40.6299966,-4.0133651
1822,Chalet en Valdepastores-Pino Centinela-Las Encinas,Valdepastores-Pino Centinela-Las Encinas (Boadilla del Monte),5700.0,4.0,5.0,450.0,450.0,,https://www.pisos.com/alquilar/chalet-valdepastores_pino_centinela_las_encinas28669-52568807219_108500/,https://www.pisos.com/alquilar/chalet-valdepastores_pino_centinela_las_encinas28669-52568807219_108500/,40.4289234,-3.8918349
1823,Piso en calle de Maldonado,Castellana (Distrito Salamanca. Madrid Capital),2100.0,2.0,2.0,84.0,84.0,,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-51732146134_100500/,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-51732146134_100500/,40.4338358,-3.679972
1824,Piso en Chopera,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),1100.0,2.0,1.0,60.0,60.0,,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-52582383100_102100/,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-52582383100_102100/,40.4105771,-3.6959497
1825,Estudio en Cortes-Huertas,Cortes-Huertas (Distrito Centro. Madrid Capital),1400.0,1.0,35.0,,35.0,,https://www.pisos.com/alquilar/estudio-cortes_huertas28014-52561176890_104700/,https://www.pisos.com/alquilar/estudio-cortes_huertas28014-52561176890_104700/,40.4164084,-3.6986572
1827,Estudio en calle del Embalse de Navacerrada,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),850.0,1.0,1.0,40.0,,,https://www.pisos.com/alquilar/estudio-ensanche_de_vallecas_valdecarros28051-50930845853_100500/,https://www.pisos.com/alquilar/estudio-ensanche_de_vallecas_valdecarros28051-50930845853_100500/,,
1835,Piso en Centro Urbano,Casco Antiguo (San Sebastián de los Reyes),1050.0,2.0,1.0,70.0,,,https://www.pisos.com/alquilar/piso-san_sebastian_de_los_reyes_casco_antiguo28703-53351678896_108900/,https://www.pisos.com/alquilar/piso-san_sebastian_de_los_reyes_casco_antiguo28703-53351678896_108900/,,
1837,Piso en Ciudad Lineal,Ventas (Distrito Ciudad Lineal. Madrid Capital),1250.0,3.0,2.0,90.0,90.0,,https://www.pisos.com/alquilar/piso-ventas28017-52547911148_108900/,https://www.pisos.com/alquilar/piso-ventas28017-52547911148_108900/,40.433106,-3.6403509
1840,Apartamento en Salvador,Salvador (Distrito San Blas. Madrid Capital),1750.0,2.0,2.0,83.0,83.0,,https://www.pisos.com/alquilar/apartamento-san_blas_salvador28027-52568281578_101800/,https://www.pisos.com/alquilar/apartamento-san_blas_salvador28027-52568281578_101800/,40.4461927,-3.6367696
1844,Casa adosada en Colina,Colina (Distrito Ciudad Lineal. Madrid Capital),7000.0,4.0,3.0,482.0,482.0,,https://www.pisos.com/alquilar/casa_adosada-ciudad_lineal_colina28043-40025002470_101800/,https://www.pisos.com/alquilar/casa_adosada-ciudad_lineal_colina28043-40025002470_101800/,40.458725,-3.6571938
1845,Estudio en Puerta del Ángel,Puerta del Ángel (Distrito Latina. Madrid Capital),600.0,1.0,24.0,,24.0,,https://www.pisos.com/alquilar/estudio-puerta_del_angel-53345384627_104700/,https://www.pisos.com/alquilar/estudio-puerta_del_angel-53345384627_104700/,40.4129447,-3.7290847
1846,Piso en Monte del Pilar,Zona Carretera del Plantío (Majadahonda),2200.0,3.0,2.0,146.0,146.0,,https://www.pisos.com/alquilar/piso-zona_carretera_del_plantio28221-52549263770_102100/,https://www.pisos.com/alquilar/piso-zona_carretera_del_plantio28221-52549263770_102100/,40.473496971,-3.848854859
1847,Piso en calle de Robles,San Diego (Distrito Puente de Vallecas. Madrid Capital),1150.0,2.0,2.0,62.0,,,https://www.pisos.com/alquilar/piso-san_diego28053-51702330381_100500/,https://www.pisos.com/alquilar/piso-san_diego28053-51702330381_100500/,,
1851,"Piso en calle de Concepción de la Oliva, nº .",Butarque (Distrito Villaverde. Madrid Capital),825.0,1.0,1.0,54.0,54.0,54.0,https://www.pisos.com/alquilar/piso-butarque28021-52557569973_109300/,https://www.pisos.com/alquilar/piso-butarque28021-52557569973_109300/,40.3542091,-3.6818205
1854,Piso en Norte - Universidad,Norte-Universidad (Móstoles),1190.0,3.0,2.0,96.0,,,https://www.pisos.com/alquilar/piso-norte_universidad28933-52500721471_108900/,https://www.pisos.com/alquilar/piso-norte_universidad28933-52500721471_108900/,,
1856,"Piso en calle Nicaragua, nº .",Hispanoamérica (Distrito Chamartín. Madrid Capital),1000.0,1.0,1.0,41.0,41.0,41.0,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-52549128274_109300/,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-52549128274_109300/,40.4578452,-3.6754562
1857,"Piso en Avenida de Santa Eugenia, nº .",Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital),1250.0,2.0,1.0,60.0,60.0,60.0,https://www.pisos.com/alquilar/piso-villa_de_vallecas_santa_eugenia28031-53379797203_109300/,https://www.pisos.com/alquilar/piso-villa_de_vallecas_santa_eugenia28031-53379797203_109300/,40.3816101,-3.6102297
1861,Casa en Valdebebas-Valdefuentes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),6500.0,3.0,2.0,244.0,244.0,,https://www.pisos.com/alquilar/casa-valdebebas_valdefuentes28055-51743790630_101800/,https://www.pisos.com/alquilar/casa-valdebebas_valdefuentes28055-51743790630_101800/,40.4852186,-3.6334733
1867,Casa adosada en Alameda de Osuna,Alameda de Osuna (Distrito Barajas. Madrid Capital),3700.0,4.0,4.0,325.0,325.0,,https://www.pisos.com/alquilar/casa_adosada-alameda_de_osuna_barrio-50075772787_101800/,https://www.pisos.com/alquilar/casa_adosada-alameda_de_osuna_barrio-50075772787_101800/,40.4580754,-3.5933761
1868,Loft en calle C. Henares,Camarma de Esteruelas,795.0,1.0,2.0,82.0,,,https://www.pisos.com/alquilar/loft-camarma_de_esteruelas_centro_urbano-42567798399_101800/,https://www.pisos.com/alquilar/loft-camarma_de_esteruelas_centro_urbano-42567798399_101800/,,
1870,Piso en calle de Nicolás Sánchez,Pradolongo (Distrito Usera. Madrid Capital),1250.0,3.0,2.0,67.0,67.0,,https://www.pisos.com/alquilar/piso-usera_pradolongo28026-53344842388_100500/,https://www.pisos.com/alquilar/piso-usera_pradolongo28026-53344842388_100500/,40.381721,-3.7056944
1872,Piso en calle de Moratalla,Pinar del Rey (Distrito Hortaleza. Madrid Capital),1300.0,3.0,1.0,83.0,,,https://www.pisos.com/alquilar/piso-pinar_del_rey28033-53398932973_100500/,https://www.pisos.com/alquilar/piso-pinar_del_rey28033-53398932973_100500/,,
1874,Ático en Ciudad Jardín,Ciudad Jardín (Distrito Chamartín. Madrid Capital),2400.0,2.0,2.0,100.0,100.0,,https://www.pisos.com/alquilar/atico-chamartin_ciudad_jardin28002-53423983368_101800/,https://www.pisos.com/alquilar/atico-chamartin_ciudad_jardin28002-53423983368_101800/,40.4439115,-3.6771037
1877,Apartamento en calle de los Geranios,Almenara (Distrito Tetuán. Madrid Capital),950.0,1.0,1.0,30.0,30.0,25.0,https://www.pisos.com/alquilar/apartamento-tetuan_almenara28029-50864512158_100500/,https://www.pisos.com/alquilar/apartamento-tetuan_almenara28029-50864512158_100500/,40.4708818,-3.6943311
1880,Piso en calle del Río Sorbe,Nueva Alcalá (Distrito Reyes Católicos. Alcalá de Henares),950.0,3.0,2.0,80.0,80.0,70.0,https://www.pisos.com/alquilar/piso-nueva_alcala28803-35066692475_100500/,https://www.pisos.com/alquilar/piso-nueva_alcala28803-35066692475_100500/,40.474044,-3.363513
1882,Estudio en Berruguete,Berruguete (Distrito Tetuán. Madrid Capital),600.0,1.0,29.0,,29.0,,https://www.pisos.com/alquilar/estudio-berruguete28039-52576120741_104700/,https://www.pisos.com/alquilar/estudio-berruguete28039-52576120741_104700/,40.4578405,-3.7045793
1883,Estudio en calle de Barbieri,Justicia-Chueca (Distrito Centro. Madrid Capital),980.0,1.0,1.0,35.0,35.0,30.0,https://www.pisos.com/alquilar/estudio-justicia_chueca28004-52518803262_100500/,https://www.pisos.com/alquilar/estudio-justicia_chueca28004-52518803262_100500/,40.421412,-3.6981319
1884,Piso en calle del Doctor Sánchez,San Diego (Distrito Puente de Vallecas. Madrid Capital),1200.0,3.0,1.0,60.0,60.0,,https://www.pisos.com/alquilar/piso-san_diego28018-53336492893_100500/,https://www.pisos.com/alquilar/piso-san_diego28018-53336492893_100500/,40.3813734,-3.6669377
1885,"Piso en calle de Entrepeñas, nº .",Nueva Alcalá (Distrito Reyes Católicos. Alcalá de Henares),800.0,3.0,1.0,91.0,,,https://www.pisos.com/alquilar/piso-nueva_alcala28803-53392866649_109300/,https://www.pisos.com/alquilar/piso-nueva_alcala28803-53392866649_109300/,,
1886,Estudio en Universidad-Malasaña,Universidad-Malasaña (Distrito Centro. Madrid Capital),600.0,1.0,25.0,,25.0,,https://www.pisos.com/alquilar/estudio-universidad_malasana28004-52578319432_104700/,https://www.pisos.com/alquilar/estudio-universidad_malasana28004-52578319432_104700/,40.4243547,-3.7061036
1894,Piso en calle de Guzmán El Bueno,Gaztambide (Distrito Chamberí. Madrid Capital),2300.0,3.0,2.0,80.0,80.0,70.0,https://www.pisos.com/alquilar/piso-gaztambide28015-50890324577_100500/,https://www.pisos.com/alquilar/piso-gaztambide28015-50890324577_100500/,40.4328452,-3.7134621
1896,Piso en calle de Iriarte,Guindalera (Distrito Barrio de Salamanca. Madrid Capital),1295.0,1.0,1.0,48.0,48.0,,https://www.pisos.com/alquilar/piso-guindalera28028-52551492065_108900/,https://www.pisos.com/alquilar/piso-guindalera28028-52551492065_108900/,40.4362506,-3.6704275
1900,Apartamento en Ensanche de Vallecas-Valdecarros,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),1350.0,2.0,2.0,95.0,95.0,,https://www.pisos.com/alquilar/apartamento-ensanche_de_vallecas_valdecarros28051-52579224609_101800/,https://www.pisos.com/alquilar/apartamento-ensanche_de_vallecas_valdecarros28051-52579224609_101800/,40.3629933,-3.5861841
1903,Piso en La Garena,"Puerta de Madrid, El Juncal (Distrito Reyes Católicos. Alcalá de Henares)",1400.0,3.0,2.0,105.0,105.0,80.0,https://www.pisos.com/alquilar/piso-puerta_de_madrid_el_juncal28802-52549500775_100500/,https://www.pisos.com/alquilar/piso-puerta_de_madrid_el_juncal28802-52549500775_100500/,40.4818152,-3.3839515
1908,Estudio en Pradolongo,Pradolongo (Distrito Usera. Madrid Capital),700.0,1.0,25.0,,25.0,,https://www.pisos.com/alquilar/estudio-usera_pradolongo28026-53338788628_104700/,https://www.pisos.com/alquilar/estudio-usera_pradolongo28026-53338788628_104700/,40.3838073,-3.7110505
1910,"Ático en calle Arroyo del Cañaveral, 66",El Cañaveral (Distrito Vicálvaro. Madrid Capital),1180.0,1.0,1.0,64.0,64.0,,https://www.pisos.com/alquilar/atico-el_canaveral-40900638027_100500/,https://www.pisos.com/alquilar/atico-el_canaveral-40900638027_100500/,40.3995,-3.5584
1912,"Dúplex en Avenida del Mar Mediterráneo, nº .",El Restón (Valdemoro),1300.0,3.0,2.0,140.0,,,https://www.pisos.com/alquilar/duplex-el_reston-53382613573_109300/,https://www.pisos.com/alquilar/duplex-el_reston-53382613573_109300/,,
1913,Estudio en Chamberi,Gaztambide (Distrito Chamberí. Madrid Capital),990.0,1.0,1.0,45.0,45.0,,https://www.pisos.com/alquilar/estudio-gaztambide28015-52539610609_108900/,https://www.pisos.com/alquilar/estudio-gaztambide28015-52539610609_108900/,40.4318262,-3.7112561
1914,"Dúplex en calle de Játiva, nº .",Adelfas (Distrito Retiro. Madrid Capital),2500.0,4.0,3.0,132.0,132.0,132.0,https://www.pisos.com/alquilar/duplex-adelfas28007-52501453192_109300/,https://www.pisos.com/alquilar/duplex-adelfas28007-52501453192_109300/,40.399817,-3.6735402
1917,Piso en Butarque,Butarque (Distrito Villaverde. Madrid Capital),1060.0,2.0,1.0,67.0,67.0,,https://www.pisos.com/alquilar/piso-butarque28021-52547434150_100500/,https://www.pisos.com/alquilar/piso-butarque28021-52547434150_100500/,40.3538984,-3.6821495
1921,Piso en Vista Alegre,Vista Alegre (Distrito Carabanchel. Madrid Capital),1000.0,2.0,1.0,47.0,47.0,,https://www.pisos.com/alquilar/piso-carabanchel_vista_alegre28025-51727357410_100500/,https://www.pisos.com/alquilar/piso-carabanchel_vista_alegre28025-51727357410_100500/,40.3858355,-3.737007
1922,Casa en Torrelaguna,Torrelaguna,1500.0,3.0,2.0,440.0,440.0,439.0,https://www.pisos.com/alquilar/casa-torrelaguna_centro_urbano-51747809595_515809/,https://www.pisos.com/alquilar/casa-torrelaguna_centro_urbano-51747809595_515809/,40.8267122,-3.5373195
1927,Loft en calle de Hermenegildo Bielsa,Moscardó (Distrito Usera. Madrid Capital),1100.0,1.0,75.0,,75.0,50.0,https://www.pisos.com/alquilar/loft-moscardo28026-45859139618_100500/,https://www.pisos.com/alquilar/loft-moscardo28026-45859139618_100500/,40.3899348,-3.7023142
1931,Piso en Aluche,Aluche (Distrito Latina. Madrid Capital),390.0,3.0,67.0,,67.0,,https://www.pisos.com/alquilar/piso-latina_aluche28047-53419083621_100200/,https://www.pisos.com/alquilar/piso-latina_aluche28047-53419083621_100200/,40.3915565,-3.7579762
1932,Piso en Palomeras Sureste,Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital),1215.0,3.0,1.0,61.0,61.0,,https://www.pisos.com/alquilar/piso-palomeras_sureste28018-35918878968_100500/,https://www.pisos.com/alquilar/piso-palomeras_sureste28018-35918878968_100500/,40.3862472,-3.6398217
1935,Piso en Monterrozas-El Cantizal,Centro (Las Rozas de Madrid),1850.0,3.0,3.0,130.0,130.0,,https://www.pisos.com/alquilar/piso-las_rozas_de_madrid_centro28232-52528306759_102100/,https://www.pisos.com/alquilar/piso-las_rozas_de_madrid_centro28232-52528306759_102100/,40.489703,-3.867664
1936,Estudio en Virgen del Cortijo-Manoteras,Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital),1650.0,1.0,45.0,,45.0,,https://www.pisos.com/alquilar/estudio-virgen_del_cortijo_manoteras28050-52548998755_104700/,https://www.pisos.com/alquilar/estudio-virgen_del_cortijo_manoteras28050-52548998755_104700/,40.485799445,-3.665420998
1942,Casa en Ciudalcampo-Fuente del Fresno,Ciudalcampo-Fuente del Fresno (San Sebastián de los Reyes),10000.0,5.0,4.0,650.0,650.0,,https://www.pisos.com/alquilar/casa-ciudalcampo_fuente_del_fresno28707-48343774799_101800/,https://www.pisos.com/alquilar/casa-ciudalcampo_fuente_del_fresno28707-48343774799_101800/,40.6186039,-3.6230292
1947,Piso en Tres Cantos,Nuevo Tres Cantos (Tres Cantos),1950.0,3.0,2.0,119.0,119.0,,https://www.pisos.com/alquilar/piso-nuevo_tres_cantos-51709461513_102100/,https://www.pisos.com/alquilar/piso-nuevo_tres_cantos-51709461513_102100/,40.610654,-3.717332
1948,Piso en Móstoles Centro,Centro (Móstoles),890.0,3.0,1.0,70.0,,,https://www.pisos.com/alquilar/piso-mostoles_centro28938-53347948581_108900/,https://www.pisos.com/alquilar/piso-mostoles_centro28938-53347948581_108900/,,
1949,"Piso en calle del Marqués de Urquijo, nº .",Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),1600.0,2.0,2.0,81.0,81.0,81.0,https://www.pisos.com/alquilar/piso-moncloa_aravaca_arguelles28008-52548363081_109300/,https://www.pisos.com/alquilar/piso-moncloa_aravaca_arguelles28008-52548363081_109300/,40.4291924,-3.7213813
1956,Piso en Alcorcón Centro,Casco Antiguo (Alcorcón),1100.0,3.0,1.0,80.0,80.0,,https://www.pisos.com/alquilar/piso-alcorcon_casco_antiguo28921-52511223740_108900/,https://www.pisos.com/alquilar/piso-alcorcon_casco_antiguo28921-52511223740_108900/,40.3508144,-3.8295085
1957,Piso en Arcos,Arcos (Distrito San Blas. Madrid Capital),995.0,2.0,1.0,52.0,,,https://www.pisos.com/alquilar/piso-arcos28037-20887929849_100500/,https://www.pisos.com/alquilar/piso-arcos28037-20887929849_100500/,,
1962,Piso en Galapagar,La Navata (Galapagar),1450.0,4.0,3.0,120.0,120.0,,https://www.pisos.com/alquilar/piso-galapagar_la_navata28420-45024428905_102100/,https://www.pisos.com/alquilar/piso-galapagar_la_navata28420-45024428905_102100/,40.5979708,-3.9764274
1963,Ático en La Garena,Garena (Distrito Chorrillo-Garena. Alcalá de Henares),1350.0,3.0,2.0,130.0,130.0,,https://www.pisos.com/alquilar/atico-garena28806-52537309197_108900/,https://www.pisos.com/alquilar/atico-garena28806-52537309197_108900/,40.5040997,-3.3839188
1964,Casa adosada en Villalbilla Pueblo,Villalbilla,1200.0,4.0,3.0,161.0,161.0,150.0,https://www.pisos.com/alquilar/casa_adosada-villalbilla_centro_urbano-45097634553_100500/,https://www.pisos.com/alquilar/casa_adosada-villalbilla_centro_urbano-45097634553_100500/,40.4323272,-3.3032364
1967,Estudio en calle Toledo,Palacio (Distrito Centro. Madrid Capital),900.0,1.0,41.0,,,,https://www.pisos.com/alquilar/estudio-centro_palacio28005-51692969148_100500/,https://www.pisos.com/alquilar/estudio-centro_palacio28005-51692969148_100500/,,
1968,Piso en Villalba Estación,Villalba Estación (Collado Villalba),890.0,2.0,1.0,70.0,70.0,,https://www.pisos.com/alquilar/piso-villalba_estacion-52526823395_108900/,https://www.pisos.com/alquilar/piso-villalba_estacion-52526823395_108900/,40.6302776,-4.0031645
1970,Piso en Abrantes,Abrantes (Distrito Carabanchel. Madrid Capital),1150.0,3.0,1.0,72.0,72.0,,https://www.pisos.com/alquilar/piso-abrantes28025-36676721545_100500/,https://www.pisos.com/alquilar/piso-abrantes28025-36676721545_100500/,40.3768337,-3.7337669
1971,Estudio en calle de Atocha,Cortes-Huertas (Distrito Centro. Madrid Capital),790.0,1.0,30.0,,30.0,25.0,https://www.pisos.com/alquilar/estudio-cortes_huertas28012-50007778739_100500/,https://www.pisos.com/alquilar/estudio-cortes_huertas28012-50007778739_100500/,40.412425,-3.6993922
1972,Piso en Malasaña-Universidad,Universidad-Malasaña (Distrito Centro. Madrid Capital),3000.0,3.0,2.0,133.0,133.0,130.0,https://www.pisos.com/alquilar/piso-universidad_malasana28015-53417908352_100500/,https://www.pisos.com/alquilar/piso-universidad_malasana28015-53417908352_100500/,40.429983581,-3.709067406
1976,"Piso en calle de Atocha, nº .",Cortes-Huertas (Distrito Centro. Madrid Capital),1100.0,1.0,1.0,43.0,43.0,43.0,https://www.pisos.com/alquilar/piso-cortes_huertas28012-51706409330_109300/,https://www.pisos.com/alquilar/piso-cortes_huertas28012-51706409330_109300/,40.4111531,-3.6970478
