index,titulo_y,ubicacion_y,precio_num,habitaciones_num,baños_num,metros_num,superficie_construida_num,superficie_util_num,link,url,lat,lon
0,Piso en calle Luis Garcia Cereceda,La Finca (Pozuelo de Alarcón),8500.0,3.0,3.0,378.0,378.0,188.0,https://www.pisos.com/alquilar/piso-la_finca-49178402159_280500/,https://www.pisos.com/alquilar/piso-la_finca-49178402159_280500/,40.4078597,-3.811254
1,Piso en calle Libertad,La Navata (Galapagar),1450.0,3.0,1.0,90.0,90.0,87.0,https://www.pisos.com/alquilar/piso-galapagar_la_navata28420-43338541420_100500/,https://www.pisos.com/alquilar/piso-galapagar_la_navata28420-43338541420_100500/,40.586148562,-3.996056727
2,Casa unifamiliar en calle XIX,Las Matas-Los Peñascales (Las Rozas de Madrid),4000.0,6.0,7.0,600.0,600.0,600.0,https://www.pisos.com/alquilar/casa_unifamiliar-las_matas_los_penascales-29189878080_280500/,https://www.pisos.com/alquilar/casa_unifamiliar-las_matas_los_penascales-29189878080_280500/,40.566081683,-3.897150552
3,Piso en calle de Ponzano,Río Rosas (Distrito Chamberí. Madrid Capital),3500.0,4.0,3.0,226.0,,,https://www.pisos.com/alquilar/piso-rios_rosas28003-52592214693_104700/,https://www.pisos.com/alquilar/piso-rios_rosas28003-52592214693_104700/,,
4,Piso en Zona Avenida de Europa,Zona Avenida de Europa (Pozuelo de Alarcón),1400.0,1.0,1.0,65.0,65.0,,https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-45068829832_101800/,https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-45068829832_101800/,40.4325624,-3.804644
5,"Piso en calle de Gravina, 15",Justicia-Chueca (Distrito Centro. Madrid Capital),1990.0,2.0,2.0,55.0,55.0,,https://www.pisos.com/alquilar/piso-justicia_chueca28004-52539451934_108900/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-52539451934_108900/,40.422911,-3.697106
6,Ático en La Navata,La Navata (Galapagar),1700.0,4.0,2.0,130.0,130.0,,https://www.pisos.com/alquilar/atico-galapagar_la_navata28260-20849829404_101800/,https://www.pisos.com/alquilar/atico-galapagar_la_navata28260-20849829404_101800/,40.5843915,-3.9957024
7,"Estudio en calle de Pollensa, 5",Parque Empresarial (Las Rozas de Madrid),1147.0,1.0,50.0,,50.0,,https://www.pisos.com/alquilar/estudio-parque_empresarial28290-45008053320_101800/,https://www.pisos.com/alquilar/estudio-parque_empresarial28290-45008053320_101800/,40.5316,-3.89072
8,Piso en Colonia de los Ángeles,Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón),1800.0,2.0,2.0,120.0,120.0,120.0,https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles-52524748784_280500/,https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles-52524748784_280500/,40.4077973,-3.7836044
9,Piso en calle del Marqués de Lozoya,Estrella (Distrito Retiro. Madrid Capital),1900.0,2.0,2.0,105.0,105.0,,https://www.pisos.com/alquilar/piso-retiro_estrella28007-53370434507_100500/,https://www.pisos.com/alquilar/piso-retiro_estrella28007-53370434507_100500/,40.4171365,-3.6664907
10,Piso en calle de Zurbano,Almagro (Distrito Chamberí. Madrid Capital),3500.0,3.0,2.0,150.0,150.0,,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-52501425824_106000/,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-52501425824_106000/,40.4378321,-3.6930425
11,Ático en calle de Felipe IV,Jerónimos (Distrito Retiro. Madrid Capital),4100.0,3.0,2.0,150.0,,,https://www.pisos.com/alquilar/atico-jeronimos28014-45882710017_440000/,https://www.pisos.com/alquilar/atico-jeronimos28014-45882710017_440000/,,
12,Piso en Peñagrande,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),1200.0,1.0,1.0,55.0,55.0,50.0,https://www.pisos.com/alquilar/piso-penagrande28035-52559515484_521139/,https://www.pisos.com/alquilar/piso-penagrande28035-52559515484_521139/,40.4784458,-3.7191302
13,Apartamento en calle de Juan de Olías,Cuatro Caminos (Distrito Tetuán. Madrid Capital),950.0,1.0,1.0,40.0,40.0,35.0,https://www.pisos.com/alquilar/apartamento-tetuan_cuatro_caminos28020-17565316862_998146/,https://www.pisos.com/alquilar/apartamento-tetuan_cuatro_caminos28020-17565316862_998146/,40.4533695,-3.7004087
14,Piso en Avenida de los Prunos,Palomas (Distrito Hortaleza. Madrid Capital),1600.0,2.0,2.0,93.0,93.0,85.0,https://www.pisos.com/alquilar/piso-hortaleza_palomas28043-882102400_998146/,https://www.pisos.com/alquilar/piso-hortaleza_palomas28043-882102400_998146/,40.4534473,-3.6195248
15,Piso en Valdemarín,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),2200.0,2.0,2.0,70.0,70.0,,https://www.pisos.com/alquilar/piso-valdemarin-45072478244_101800/,https://www.pisos.com/alquilar/piso-valdemarin-45072478244_101800/,40.467967091,-3.800096129
16,Piso en calle de José Ortega y Gasset,Lista (Distrito Salamanca. Madrid Capital),2700.0,3.0,2.0,86.0,86.0,,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_lista28006-52508401087_101800/,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_lista28006-52508401087_101800/,40.4296547,-3.6741877
17,Dúplex en calle del Cardenal Mendoza,Puerta del Ángel (Distrito Latina. Madrid Capital),1750.0,2.0,1.0,130.0,130.0,80.0,https://www.pisos.com/alquilar/duplex-puerta_del_angel-48426637772_100500/,https://www.pisos.com/alquilar/duplex-puerta_del_angel-48426637772_100500/,40.4120151,-3.727691
18,"Piso en Avenida Arribes del Duero, 14",Arroyos y Tempranales (San Sebastián de los Reyes),850.0,1.0,1.0,50.0,50.0,,https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4863958695_109700/,https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4863958695_109700/,40.5594509,-3.6554835
22,Piso en calle Lagasca,Castellana (Distrito Salamanca. Madrid Capital),3500.0,2.0,2.0,92.0,92.0,87.0,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-51757571258_996152/,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-51757571258_996152/,40.4366793,-3.6841137
23,Piso en Paseo de Pontones,Imperial (Distrito Arganzuela. Madrid Capital),1700.0,2.0,2.0,88.0,88.0,84.0,https://www.pisos.com/alquilar/piso-imperial28005-52548342025_529055/,https://www.pisos.com/alquilar/piso-imperial28005-52548342025_529055/,40.4045019,-3.7174026
24,Piso en calle de Alonso Cano,Río Rosas (Distrito Chamberí. Madrid Capital),1525.0,1.0,1.0,45.0,45.0,,https://www.pisos.com/alquilar/piso-rios_rosas28003-51712113018_101800/,https://www.pisos.com/alquilar/piso-rios_rosas28003-51712113018_101800/,40.4420651,-3.6973627
25,Piso en Justicia-Chueca,Justicia-Chueca (Distrito Centro. Madrid Capital),11500.0,3.0,4.0,248.0,248.0,192.0,https://www.pisos.com/alquilar/piso-justicia_chueca28004-42520786919_109300/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-42520786919_109300/,40.4215477,-3.6955498
26,Piso en Guindalera,Guindalera (Distrito Barrio de Salamanca. Madrid Capital),2400.0,3.0,2.0,73.0,73.0,,https://www.pisos.com/alquilar/piso-guindalera28028-51717457656_101000/,https://www.pisos.com/alquilar/piso-guindalera28028-51717457656_101000/,40.4371578,-3.6669351
27,Piso en Hortaleza,Canillas (Distrito Hortaleza. Madrid Capital),1250.0,2.0,1.0,60.0,60.0,,https://www.pisos.com/alquilar/piso-hortaleza_canillas28043-52500993222_101000/,https://www.pisos.com/alquilar/piso-hortaleza_canillas28043-52500993222_101000/,40.463824318,-3.643384354
28,Piso en Los Robles,Los Robles (Torrelodones),1900.0,5.0,3.0,150.0,150.0,148.0,https://www.pisos.com/alquilar/piso-torrelodones_los_robles-52573064843_106700/,https://www.pisos.com/alquilar/piso-torrelodones_los_robles-52573064843_106700/,40.5853479,-3.9268162
29,Piso en calle de Juan Bravo,Lista (Distrito Salamanca. Madrid Capital),1600.0,2.0,1.0,68.0,68.0,,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_lista28006-52540993400_101800/,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_lista28006-52540993400_101800/,40.4322286,-3.6744677
30,Piso en calle de Augusto Figueroa,Justicia-Chueca (Distrito Centro. Madrid Capital),2650.0,2.0,2.0,83.0,83.0,77.0,https://www.pisos.com/alquilar/piso-justicia_chueca28004-52524614200_100500/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-52524614200_100500/,40.4226065,-3.6991962
31,Piso en Plaza de Manolete,Cuatro Caminos (Distrito Tetuán. Madrid Capital),4000.0,3.0,3.0,224.0,224.0,,https://www.pisos.com/alquilar/piso-tetuan_cuatro_caminos28020-51760909014_101800/,https://www.pisos.com/alquilar/piso-tetuan_cuatro_caminos28020-51760909014_101800/,40.454170368,-3.691401255
32,Estudio en calle de Puente la Reina,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),925.0,1.0,35.0,,35.0,30.0,https://www.pisos.com/alquilar/estudio-fuencarral_el_pardo_las_tablas28050-53343370555_101000/,https://www.pisos.com/alquilar/estudio-fuencarral_el_pardo_las_tablas28050-53343370555_101000/,40.501683313,-3.677215958
33,Piso en Avenida Ángeles,Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón),1800.0,2.0,2.0,91.0,91.0,,https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles28223-39259404008_100200/,https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles28223-39259404008_100200/,40.4081914,-3.7821367
34,Casa en Club de Golf-Molino de la Hoz,Club de Golf-Molino de la Hoz (Las Rozas de Madrid),4300.0,4.0,5.0,400.0,400.0,380.0,https://www.pisos.com/alquilar/casa-club_de_golf_molino_de_la_hoz28232-42522613995_106700/,https://www.pisos.com/alquilar/casa-club_de_golf_molino_de_la_hoz28232-42522613995_106700/,40.5349574,-3.9359431
35,Dúplex en calle de Vicente Gaceo,Almenara (Distrito Tetuán. Madrid Capital),1200.0,1.0,2.0,41.0,41.0,37.0,https://www.pisos.com/alquilar/duplex-tetuan_almenara28029-23341796241_100500/,https://www.pisos.com/alquilar/duplex-tetuan_almenara28029-23341796241_100500/,40.4736661,-3.6884232
36,Piso en calle de Hernán Cortés,Justicia-Chueca (Distrito Centro. Madrid Capital),2200.0,1.0,2.0,68.0,68.0,65.0,https://www.pisos.com/alquilar/piso-justicia_chueca28004-51713284831_100500/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-51713284831_100500/,40.4235526,-3.7001462
37,Piso en calle de Fernán González,Niño Jesús (Distrito Retiro. Madrid Capital),3040.0,3.0,2.0,80.0,80.0,,https://www.pisos.com/alquilar/piso-nino_jesus28009-42589943480_100500/,https://www.pisos.com/alquilar/piso-nino_jesus28009-42589943480_100500/,40.4188347,-3.674456
38,Piso en calle del Almirante,Justicia-Chueca (Distrito Centro. Madrid Capital),1995.0,1.0,1.0,76.0,76.0,72.0,https://www.pisos.com/alquilar/piso-justicia_chueca28004-45833694266_100500/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-45833694266_100500/,40.4224159,-3.6934048
39,Estudio en Sebastian D Elos Reyes Madrid España,Ciudalcampo-Fuente del Fresno (San Sebastián de los Reyes),950.0,1.0,53.0,,53.0,43.0,https://www.pisos.com/alquilar/estudio-ciudalcampo_fuente_del_fresno28702-53387888793_100500/,https://www.pisos.com/alquilar/estudio-ciudalcampo_fuente_del_fresno28702-53387888793_100500/,40.559066734,-3.612048853
40,Piso en calle del Caballero de Gracia,Sol (Distrito Centro. Madrid Capital),3300.0,2.0,2.0,108.0,108.0,100.0,https://www.pisos.com/alquilar/piso-sol_barrio28014-45852386225_100500/,https://www.pisos.com/alquilar/piso-sol_barrio28014-45852386225_100500/,40.419517,-3.7003284
41,Piso en calle Cava Baja,Palacio (Distrito Centro. Madrid Capital),1500.0,1.0,1.0,37.0,37.0,35.0,https://www.pisos.com/alquilar/piso-centro_palacio28005-45915956478_100900/,https://www.pisos.com/alquilar/piso-centro_palacio28005-45915956478_100900/,40.4130933,-3.7086104
42,"Piso en calle de San Mateo, 3",Justicia-Chueca (Distrito Centro. Madrid Capital),1500.0,2.0,1.0,65.0,65.0,60.0,https://www.pisos.com/alquilar/piso-justicia_chueca28004-49205237030_528374/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-49205237030_528374/,40.42541,-3.6997473
43,Piso en calle de la Cueva de la Mora,Centro (Villaviciosa de Odón),1000.0,2.0,1.0,60.0,60.0,55.0,https://www.pisos.com/alquilar/piso-villaviciosa_de_odon_centro-51732607547_521787/,https://www.pisos.com/alquilar/piso-villaviciosa_de_odon_centro-51732607547_521787/,40.357436856,-3.907344391
44,Chalet adosado en Plaza del Valle de la Jarosa,Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital),3950.0,6.0,4.0,286.0,286.0,285.0,https://www.pisos.com/alquilar/chalet_adosado-mirasierra_arroyo_del_fresno28035-51733423042_520609/,https://www.pisos.com/alquilar/chalet_adosado-mirasierra_arroyo_del_fresno28035-51733423042_520609/,40.4873347,-3.7237234
45,Chalet en Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),6000.0,6.0,5.0,,,,https://www.pisos.com/alquilar/chalet-el_soto_de_la_moraleja28109-49180592695_106000/,https://www.pisos.com/alquilar/chalet-el_soto_de_la_moraleja28109-49180592695_106000/,40.5224755,-3.6469426
46,Casa pareada en calle calle del Camino Ancho,La Moraleja (La Moraleja),6500.0,5.0,5.0,342.0,,,https://www.pisos.com/alquilar/casa_pareada-la_moraleja_distrito28109-5011162220_101800/,https://www.pisos.com/alquilar/casa_pareada-la_moraleja_distrito28109-5011162220_101800/,,
47,Piso en calle El Lucero del Alba,Los Ángeles (Distrito Villaverde. Madrid Capital),919.0,1.0,2.0,72.0,72.0,,https://www.pisos.com/alquilar/piso-villaverde_los_angeles28041-50833692301_101800/,https://www.pisos.com/alquilar/piso-villaverde_los_angeles28041-50833692301_101800/,40.3593,-3.70057
48,Estudio en calle de Zurbano,Almagro (Distrito Chamberí. Madrid Capital),1200.0,1.0,1.0,48.0,48.0,45.0,https://www.pisos.com/alquilar/estudio-chamberi_almagro28010-42500841809_522531/,https://www.pisos.com/alquilar/estudio-chamberi_almagro28010-42500841809_522531/,40.434848,-3.6930375
49,Piso en calle Vallehermoso,Arapiles (Distrito Chamberí. Madrid Capital),1800.0,3.0,1.0,75.0,75.0,,https://www.pisos.com/alquilar/piso-chamberi_arapiles28015-53391282919_100500/,https://www.pisos.com/alquilar/piso-chamberi_arapiles28015-53391282919_100500/,40.4344404,-3.7088031
50,Piso en calle de La Arganzuela,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),2000.0,1.0,1.0,64.0,64.0,,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28005-50088122328_101800/,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28005-50088122328_101800/,40.4084784,-3.7099223
51,Estudio en Zona Avenida de Europa,Zona Avenida de Europa (Pozuelo de Alarcón),1200.0,1.0,60.0,,60.0,,https://www.pisos.com/alquilar/estudio-zona_avenida_de_europa28224-45068964365_101800/,https://www.pisos.com/alquilar/estudio-zona_avenida_de_europa28224-45068964365_101800/,40.437792537,-3.79383859
56,Piso en calle de García de Paredes,Almagro (Distrito Chamberí. Madrid Capital),2700.0,2.0,2.0,104.0,,,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-51701393436_101800/,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-51701393436_101800/,,
57,Ático en calle de la Puebla,Universidad-Malasaña (Distrito Centro. Madrid Capital),2900.0,2.0,2.0,105.0,105.0,105.0,https://www.pisos.com/alquilar/atico-universidad_malasana28004-41691695190_996542/,https://www.pisos.com/alquilar/atico-universidad_malasana28004-41691695190_996542/,40.4223206,-3.7035902
58,Piso en Frente Al Boulevard de Ibiza,Ibiza (Distrito Retiro. Madrid Capital),2600.0,3.0,2.0,102.0,102.0,94.0,https://www.pisos.com/alquilar/piso-ibiza28009-47548601877_109100/,https://www.pisos.com/alquilar/piso-ibiza28009-47548601877_109100/,40.4180798,-3.6758138
59,Piso en calle del Príncipe de Vergara,Castellana (Distrito Barrio de Salamanca. Madrid Capital),2825.0,2.0,2.0,60.0,60.0,,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-42533163729_100500/,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-42533163729_100500/,40.4484224,-3.6775172
60,Piso en Avenida de Pablo Iglesias,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),2100.0,3.0,2.0,70.0,70.0,,https://www.pisos.com/alquilar/piso-ciudad_universitaria28040-51712260494_101000/,https://www.pisos.com/alquilar/piso-ciudad_universitaria28040-51712260494_101000/,,
63,Dúplex en Berruguete,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),1100.0,1.0,1.0,50.0,50.0,,https://www.pisos.com/alquilar/duplex-ciudad_universitaria28040-53406993307_100500/,https://www.pisos.com/alquilar/duplex-ciudad_universitaria28040-53406993307_100500/,40.4575987,-3.7135261
64,Piso en calle de Eulalia Gil,Vista Alegre (Distrito Carabanchel. Madrid Capital),1300.0,2.0,1.0,57.0,,,https://www.pisos.com/alquilar/piso-carabanchel_vista_alegre28025-52538751214_104700/,https://www.pisos.com/alquilar/piso-carabanchel_vista_alegre28025-52538751214_104700/,,
65,Piso en calle de Fomento,Palacio (Distrito Centro. Madrid Capital),5400.0,3.0,3.0,260.0,260.0,252.0,https://www.pisos.com/alquilar/piso-centro_palacio28013-43407418131_996542/,https://www.pisos.com/alquilar/piso-centro_palacio28013-43407418131_996542/,40.4211309,-3.7103643
66,Dúplex en calle de Maldonado,Castellana (Distrito Barrio de Salamanca. Madrid Capital),3100.0,2.0,2.0,116.0,116.0,106.0,https://www.pisos.com/alquilar/duplex-barrio_de_salamanca_castellana28006-52500364975_520609/,https://www.pisos.com/alquilar/duplex-barrio_de_salamanca_castellana28006-52500364975_520609/,40.4340759,-3.6848971
67,Piso en calle del Corazón de María,Prosperidad (Distrito Chamartín. Madrid Capital),3300.0,2.0,2.0,100.0,100.0,93.0,https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-45069316929_996542/,https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-45069316929_996542/,40.4419392,-3.669563
68,"Piso en calle Valle de Bustarviejo, 11",Zona Suroeste (Torrejón de Ardoz),1195.0,2.0,1.0,84.0,84.0,,https://www.pisos.com/alquilar/piso-zona_suroeste-4930995768_109700/,https://www.pisos.com/alquilar/piso-zona_suroeste-4930995768_109700/,40.4401269,-3.4655619
69,"Estudio en calle de San Lorenzo, 16",Justicia-Chueca (Distrito Centro. Madrid Capital),980.0,1.0,28.0,,28.0,28.0,https://www.pisos.com/alquilar/estudio-justicia_chueca28004-50050215109_992227/,https://www.pisos.com/alquilar/estudio-justicia_chueca28004-50050215109_992227/,40.425045,-3.6990557
70,Piso en calle Lagaca,Castellana (Distrito Salamanca. Madrid Capital),3100.0,2.0,2.0,62.0,62.0,60.0,https://www.pisos.com/alquilar/piso-salamanca_castellana28001-38429944580_996542/,https://www.pisos.com/alquilar/piso-salamanca_castellana28001-38429944580_996542/,40.4293633,-3.6867756
72,Piso en Cuzco,Hispanoamérica (Distrito Chamartín. Madrid Capital),4500.0,4.0,2.0,213.0,213.0,200.0,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28036-49241736431_100500/,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28036-49241736431_100500/,40.4568826,-3.6873704
73,Piso en calle de Serrano,Recoletos (Distrito Salamanca. Madrid Capital),3500.0,2.0,2.0,93.0,93.0,,https://www.pisos.com/alquilar/piso-recoletos28001-99231398150_101800/,https://www.pisos.com/alquilar/piso-recoletos28001-99231398150_101800/,40.4220388,-3.6886433
74,Piso en calle de Los Mártires de la Ventilla,Almenara (Distrito Tetuán. Madrid Capital),1250.0,2.0,1.0,75.0,75.0,70.0,https://www.pisos.com/alquilar/piso-tetuan_almenara28029-48384564610_522531/,https://www.pisos.com/alquilar/piso-tetuan_almenara28029-48384564610_522531/,40.4708516,-3.6919257
75,Ático en calle de Fortuny,Almagro (Distrito Chamberí. Madrid Capital),5500.0,4.0,3.0,170.0,170.0,160.0,https://www.pisos.com/alquilar/atico-chamberi_almagro28010-95080073333_996542/,https://www.pisos.com/alquilar/atico-chamberi_almagro28010-95080073333_996542/,40.4291665,-3.6908899
76,Ático en calle de Jerónimo de la Quintana,Arapiles (Distrito Chamberí. Madrid Capital),3435.0,3.0,2.0,90.0,90.0,,https://www.pisos.com/alquilar/atico-chamberi_arapiles28015-42513883264_100500/,https://www.pisos.com/alquilar/atico-chamberi_arapiles28015-42513883264_100500/,40.4312849,-3.7042027
77,Apartamento en calle de Santa Ana,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),900.0,1.0,1.0,35.0,35.0,31.0,https://www.pisos.com/alquilar/apartamento-centro_embajadores_lavapies28005-52546947727_992238/,https://www.pisos.com/alquilar/apartamento-centro_embajadores_lavapies28005-52546947727_992238/,40.4103687,-3.7079413
78,Piso en calle del Valle de Mena,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),1900.0,3.0,2.0,100.0,100.0,90.0,https://www.pisos.com/alquilar/piso-valdezarza28039-89252376945_515510/,https://www.pisos.com/alquilar/piso-valdezarza28039-89252376945_515510/,40.470924102581584,-3.719501383355402
79,Estudio en calle de Daganzo,Prosperidad (Distrito Chamartín. Madrid Capital),900.0,1.0,21.0,,21.0,,https://www.pisos.com/alquilar/estudio-chamartin_prosperidad28002-52574244081_100500/,https://www.pisos.com/alquilar/estudio-chamartin_prosperidad28002-52574244081_100500/,40.4420795,-3.6722972
80,Piso en calle de Antonio Toledano,Fuente del Berro (Distrito Salamanca. Madrid Capital),3500.0,4.0,2.0,159.0,159.0,139.0,https://www.pisos.com/alquilar/piso-fuente_del_berro28028-50877365556_100500/,https://www.pisos.com/alquilar/piso-fuente_del_berro28028-50877365556_100500/,40.4263529,-3.6669798
81,Ático en Glorieta de Ruiz Jiménez,Universidad-Malasaña (Distrito Centro. Madrid Capital),2700.0,2.0,1.0,92.0,92.0,84.0,https://www.pisos.com/alquilar/atico-universidad_malasana28004-46718662002_100500/,https://www.pisos.com/alquilar/atico-universidad_malasana28004-46718662002_100500/,40.4293185,-3.7053039
82,Piso en calle de Galileo,Gaztambide (Distrito Chamberí. Madrid Capital),1200.0,1.0,1.0,50.0,50.0,,https://www.pisos.com/alquilar/piso-gaztambide28015-51706235807_100500/,https://www.pisos.com/alquilar/piso-gaztambide28015-51706235807_100500/,40.4350836,-3.7100669
83,Piso en calle de la Esperanza,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),990.0,2.0,1.0,38.0,38.0,,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-53347493735_100500/,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-53347493735_100500/,40.4101323,-3.6997668
84,Piso en Universidad-Malasaña,Universidad-Malasaña (Distrito Centro. Madrid Capital),1800.0,2.0,1.0,87.0,87.0,,https://www.pisos.com/alquilar/piso-universidad_malasana28004-51762502410_108500/,https://www.pisos.com/alquilar/piso-universidad_malasana28004-51762502410_108500/,40.4285682,-3.7034983
85,Piso en calle de Melchor Fernández Almagro,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),1690.0,2.0,2.0,107.0,107.0,,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_la_paz28029-52582495123_101000/,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_la_paz28029-52582495123_101000/,40.4773319,-3.6963259
86,"Piso en calle de Letonia, 14",Nuevo Tres Cantos (Tres Cantos),1236.0,3.0,2.0,93.0,93.0,,https://www.pisos.com/alquilar/piso-nuevo_tres_cantos-4909045099_109700/,https://www.pisos.com/alquilar/piso-nuevo_tres_cantos-4909045099_109700/,40.6258035,-3.7131117
90,Piso en calle del Marqués de la Ensenada,Justicia-Chueca (Distrito Centro. Madrid Capital),1400.0,1.0,1.0,60.0,,,https://www.pisos.com/alquilar/piso-justicia_chueca28004-52577087479_100500/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-52577087479_100500/,,
91,Piso en Plaza de la Constitución,Paracuellos de Jarama,1350.0,2.0,2.0,85.0,85.0,85.0,https://www.pisos.com/alquilar/piso-paracuellos_de_jarama_centro_urbano-53362589409_101000/,https://www.pisos.com/alquilar/piso-paracuellos_de_jarama_centro_urbano-53362589409_101000/,40.5050699,-3.5318546
92,Piso en calle de Ángel Beato,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),2700.0,3.0,2.0,136.0,136.0,,https://www.pisos.com/alquilar/piso-penagrande28035-50889579436_100500/,https://www.pisos.com/alquilar/piso-penagrande28035-50889579436_100500/,40.4747085,-3.7340861
93,Ático en Plaza de Manolete,Cuatro Caminos (Distrito Tetuán. Madrid Capital),1750.0,1.0,1.0,70.0,70.0,65.0,https://www.pisos.com/alquilar/atico-tetuan_cuatro_caminos28020-1750037059_996542/,https://www.pisos.com/alquilar/atico-tetuan_cuatro_caminos28020-1750037059_996542/,40.4542777,-3.6917587
94,"Piso en calle del Príncipe de Vergara, 207",El Viso (Distrito Chamartín. Madrid Capital),1250.0,2.0,1.0,63.0,63.0,50.0,https://www.pisos.com/alquilar/piso-chamartin_el_viso28002-50923966944_100500/,https://www.pisos.com/alquilar/piso-chamartin_el_viso28002-50923966944_100500/,40.4501,-3.67804
95,Piso en calle de las Tabernillas,Palacio (Distrito Centro. Madrid Capital),1750.0,3.0,2.0,77.0,77.0,69.0,https://www.pisos.com/alquilar/piso-centro_palacio28005-50919772345_515766/,https://www.pisos.com/alquilar/piso-centro_palacio28005-50919772345_515766/,40.4112236,-3.7111694
96,"Piso en calle Teleferico de las Canteras, 1",El Cañaveral (Distrito Vicálvaro. Madrid Capital),1535.0,4.0,2.0,94.0,94.0,,https://www.pisos.com/alquilar/piso-el_canaveral-4884840136_109700/,https://www.pisos.com/alquilar/piso-el_canaveral-4884840136_109700/,40.3961029,-3.5459901
97,Piso en Río Rosas,Río Rosas (Distrito Chamberí. Madrid Capital),1400.0,2.0,1.0,48.0,48.0,,https://www.pisos.com/alquilar/piso-rios_rosas28003-53349444255_100200/,https://www.pisos.com/alquilar/piso-rios_rosas28003-53349444255_100200/,40.4438192,-3.6974546
102,Piso en Recoletos,Recoletos (Distrito Salamanca. Madrid Capital),8000.0,3.0,3.0,283.0,283.0,157.0,https://www.pisos.com/alquilar/piso-recoletos28001-51721094916_108500/,https://www.pisos.com/alquilar/piso-recoletos28001-51721094916_108500/,40.4234741,-3.6830816
103,Apartamento en Pacífico,Pacífico (Distrito Retiro. Madrid Capital),1600.0,1.0,1.0,36.0,36.0,30.0,https://www.pisos.com/alquilar/apartamento-retiro_pacifico28014-53392595207_994318/,https://www.pisos.com/alquilar/apartamento-retiro_pacifico28014-53392595207_994318/,40.4072194,-3.6796408
109,Piso en calle de Fermín Caballero,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),1870.0,3.0,2.0,126.0,126.0,110.0,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_la_paz28034-52579715002_100500/,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_la_paz28034-52579715002_100500/,40.4844036,-3.7058417
111,Piso en calle del Monte Esquinza,Almagro (Distrito Chamberí. Madrid Capital),3700.0,2.0,2.0,117.0,117.0,105.0,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-40836185945_100500/,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-40836185945_100500/,40.4296441,-3.692069
