timestamp,titulo,precio,ubicacion,habitaciones,baños,metros,link
2025-04-09T17:22:01.982111,"Chalet en Carretera de Madrid, 20",390.000 €,Aldea del Fresno,6 habs.,3 baños,500 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.059280,"Piso en calle Urbanización El Roquedal, nº 13",284.000 €,Hoyo de Manzanares,3 habs.,2 baños,123 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.128402,"Casa adosada en calle de la Gran Vía, 12",338.370 €,Camarma de Esteruelas,3 habs.,3 baños,120 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.202379,Piso en calle de Nuestra Señora de Guadalupe,189.000 €,Centro (Leganés),3 habs.,1 baño,67 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.277152,"Casa adosada en calle de los Hermanos San Román, 1",1.300.000 €,Estación-Zona Norte (Pozuelo de Alarcón),5 habs.,5 baños,338 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.346788,Piso en calle de Martínez Izquierdo,680.000 €,Guindalera (Distrito Barrio de Salamanca. Madrid Capital),3 habs.,2 baños,237 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.423756,Chalet en calle del Río Ter,1.095.000 €,Parque de Boadilla (Boadilla del Monte),5 habs.,3 baños,448 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.497447,Piso en calle del Salitre,139.000 €,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),2 habs.,1 baño,30 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.579142,Ático en calle Hermosilla,1.309.000 €,Goya (Distrito Barrio de Salamanca. Madrid Capital),2 habs.,2 baños,76 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.668092,Chalet en calle de los Peñotes,269.000 €,Lozoyuela (Lozoyuela-Navas-Sieteiglesias),4 habs.,1 baño,262 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.742048,Piso en Casco Antiguo,240.000 €,Casco Antiguo (Coslada),3 habs.,1 baño,78 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.820791,Piso en calle de Lope de Rueda,1.679.000 €,Ibiza (Distrito Retiro. Madrid Capital),2 habs.,2 baños,133 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.889751,"Piso en calle de la Virgen de Loreto, 18",394.900 €,"Colonia, Avenida de Meco (Distrito El Val. Alcalá de Henares)",3 habs.,2 baños,186 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:02.958792,Chalet adosado en calle Nueva,150.000 €,Cadalso de los Vidrios,3 habs.,3 baños,178 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.028750,Piso en calle de Bocángel,550.000 €,Fuente del Berro (Distrito Barrio de Salamanca. Madrid Capital),3 habs.,1 baño,75 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.102360,Piso en calle de la Isla de Ons,335.000 €,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),2 habs.,2 baños,100 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.199810,Piso en calle de Celinda,195.000 €,Centro (Leganés),3 habs.,1 baño,70 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.272771,Piso en calle de las Huertas,210.000 €,Moraleja de Enmedio,2 habs.,2 baños,85 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.343011,"Piso en calle Arroyo Bueno, 1",375.000 €,San Andrés (Distrito Villaverde. Madrid Capital),3 habs.,2 baños,108 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.413971,Chalet en Valdemorillo,585.000 €,Camping Valdemorillo (Valdemorillo),6 habs.,6 baños,380 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.480651,Piso en calle de Rafaela Bonilla,580.000 €,Guindalera (Distrito Barrio de Salamanca. Madrid Capital),3 habs.,1 baño,85 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.561370,Chalet en calle de Badajoz,4.000.000 €,Monte Alina-La Cabaña (Pozuelo de Alarcón),5 habs.,5 baños,807 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.626481,Chalet en calle de Urano,690.000 €,Zona Parque Sur (Tres Cantos),4 habs.,4 baños,220 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.694549,Casa en calle Mayor,145.000 €,Horcajo de la Sierra-Aoslos,3 habs.,2 baños,98 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.760009,Piso en calle de la Espada,169.900 €,Casco Antiguo (Alcorcón),1 hab.,1 baño,54 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-52519908243_100200/
2025-04-09T17:22:03.829953,Piso en Avenida Coruña,367.000 €,Arroyos y Tempranales (San Sebastián de los Reyes),3 habs.,2 baños,129 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:03.902128,Piso en Casco Antiguo,193.000 €,Casco Antiguo (Coslada),3 habs.,1 baño,83 m²,https://www.pisos.com/comprar/piso-coslada_casco_antiguo28821-52549274330_100200/
2025-04-09T17:22:03.971134,Chalet en Valdemorillo,510.000 €,Camping Valdemorillo (Valdemorillo),6 habs.,2 baños,200 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:04.039921,Piso en calle de Alfredo Aleix,195.000 €,Buenavista (Distrito Carabanchel. Madrid Capital),3 habs.,1 baño,59 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:04.110418,Piso en calle de Fuencarral,1.079.000 €,Justicia-Chueca (Distrito Centro. Madrid Capital),3 habs.,4 baños,128 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:04.180562,Piso en Carlos Ruiz,132.000 €,Carlos Ruiz (Collado Villalba),2 habs.,1 baño,60 m²,https://www.pisos.com/venta/pisos-madrid/#
2025-04-09T17:22:10.424371,Casa adosada en Avenida Delta del Ebro,910.000 €,El Olivar de Mirabal (Boadilla del Monte),4 habs.,4 baños,251 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:10.493184,Piso en calle del Maestro,258.000 €,Alpedrete,3 habs.,2 baños,81 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:10.566284,Piso en Juan de la Cierva,195.000 €,Juan de la Cierva (Getafe),3 habs.,1 baño,68 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:10.639691,Casa adosada en Patones,210.000 €,Patones,3 habs.,3 baños,123 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:10.711902,Piso en calle Colombia,199.000 €,Hispanoamérica (Distrito Chamartín. Madrid Capital),2 habs.,1 baño,55 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:10.781221,Piso en Ronda de Segovia,379.000 €,Imperial (Distrito Arganzuela. Madrid Capital),3 habs.,1 baño,62 m²,https://www.pisos.com/comprar/piso-imperial28005-53399776882_100500/
2025-04-09T17:22:10.854560,Piso en calle del Espíritu Santo,548.000 €,Universidad-Malasaña (Distrito Centro. Madrid Capital),2 habs.,1 baño,80 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:10.927210,"Casa adosada en calle de la Gran Vía, 7",385.910 €,Camarma de Esteruelas,3 habs.,3 baños,120 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.001088,Piso en calle del General Díaz Porlier,630.000 €,Goya (Distrito Barrio de Salamanca. Madrid Capital),2 habs.,1 baño,57 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.071517,Casa pareada en calle del Jabato,600.000 €,Centro (Rivas-Vaciamadrid),6 habs.,4 baños,259 m²,https://www.pisos.com/comprar/casa_pareada-rivas_vaciamadrid_centro28521-51743533875_100200/
2025-04-09T17:22:11.138683,Piso en Avenida de Guadalajara,285.000 €,Arcos (Distrito San Blas. Madrid Capital),3 habs.,1 baño,88 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.210288,Piso en calle de Ruiz,799.000 €,Universidad-Malasaña (Distrito Centro. Madrid Capital),2 habs.,1 baño,79 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.282231,"Casa adosada en calle de la Gran Vía, 7",438.000 €,Camarma de Esteruelas,3 habs.,3 baños,120 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.355188,Chalet en calle del Fresno,545.000 €,Colmenarejo,7 habs.,5 baños,309 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.424149,Piso en El Álamo,161.000 €,El Álamo,3 habs.,1 baño,80 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.505103,Piso en calle de Diego de León,1.580.000 €,Castellana (Distrito Barrio de Salamanca. Madrid Capital),3 habs.,2 baños,128 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.586056,"Piso en calle Arroyo Bueno, 1",375.000 €,San Andrés (Distrito Villaverde. Madrid Capital),3 habs.,2 baños,108 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.667009,"Piso en calle de Miguel Ángel Cantero Oliva, s/n",776.500 €,Viñas Viejas (Boadilla del Monte),3 habs.,2 baños,145 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.744964,"Piso en calle de Miguel Ángel Cantero Oliva, s/n",776.500 €,Viñas Viejas (Boadilla del Monte),3 habs.,2 baños,145 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.820921,"Chalet en Avenida de La Cabrera, 27",459.000 €,La Cabrera,7 habs.,2 baños,340 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.893878,Chalet en calle del Valle del Alberche,519.900 €,Guadarrama,5 habs.,2 baños,235 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:11.964838,Apartamento en Avenida de Nuevo Versalles,188.000 €,Loranca- Nuevo Versalles-Parque Miraflores (Fuenlabrada),1 hab.,1 baño,80 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:12.033798,Piso en Valdemoro,150.000 €,Estación (Valdemoro),1 hab.,1 baño,56 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:12.105756,"Piso en calle Castelló, 120",1.329.000 €,Castellana (Distrito Barrio de Salamanca. Madrid Capital),2 habs.,2 baños,135 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:12.177715,Casa adosada en calle de la Gran Vía,385.910 €,Camarma de Esteruelas,3 habs.,3 baños,120 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:12.252672,Piso en Casco Antiguo,245.000 €,Casco Antiguo (Coslada),2 habs.,1 baño,70 m²,https://www.pisos.com/comprar/piso-coslada_casco_antiguo-42586666786_100200/
2025-04-09T17:22:12.323630,Piso en calle de Sebastián Francisco,229.000 €,Canillejas (Distrito San Blas. Madrid Capital),3 habs.,76 m²,1ª planta,https://www.pisos.com/comprar/piso-san_blas_canillejas28022-53344656045_100200/
2025-04-09T17:22:12.391591,Piso en calle de Andorra,390.000 €,Canillas (Distrito Hortaleza. Madrid Capital),3 habs.,1 baño,109 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:12.464549,Piso en calle de Adolfo Pérez Esquivel,655.000 €,Parque Empresarial (Las Rozas de Madrid),3 habs.,2 baños,88 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:12.538861,Piso en calle de Núñez de Balboa,1.789.000 €,Recoletos (Distrito Barrio de Salamanca. Madrid Capital),2 habs.,2 baños,152 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:12.639804,Chalet en calle del Ciprés,335.000 €,Los Molinos,3 habs.,2 baños,150 m²,https://www.pisos.com/venta/pisos-madrid/2/#
2025-04-09T17:22:19.868351,Piso en calle de los Ferroviarios,285.000 €,Almendrales (Distrito Usera. Madrid Capital),3 habs.,1 baño,71 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:19.942196,Casa pareada en Fuente el Saz de Jarama,470.000 €,Fuente el Saz de Jarama,4 habs.,4 baños,420 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.018888,"Chalet en calle Paradores, 3",2.800.000 €,El Plantío (Distrito Moncloa-Aravaca. Madrid Capital),6 habs.,5 baños,700 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.092410,Chalet en calle Diseminado El Calvero,215.000 €,El Vellón,3 habs.,1 baño,102 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.173205,Piso en Ciudad Parque de Henare,200.000 €,Parque Roma-Coronas (San Fernando de Henares),3 habs.,1 baño,79 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.245867,Chalet en calle Salvador Dalí,395.000 €,Daganzo de Arriba,4 habs.,3 baños,220 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.313907,"Piso en calle del Oro, s/n",681.000 €,Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón),3 habs.,2 baños,131 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.384297,Piso en Las Conejeras-El Esparragal,195.000 €,Las Conejeras-El Esparragal (Coslada),3 habs.,1 baño,75 m²,https://www.pisos.com/comprar/piso-las_conejeras_el_esparragal28822-52546729862_100200/
2025-04-09T17:22:20.458292,Piso en calle Luis Garcia Cereceda,2.350.000 €,La Finca (Pozuelo de Alarcón),3 habs.,3 baños,188 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.529200,Piso en Avenida de Logroño,289.000 €,Timón (Distrito Barajas. Madrid Capital),3 habs.,1 baño,85 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.600612,Piso en calle del Alcalde Sáinz de Baranda,1.149.000 €,Ibiza (Distrito Retiro. Madrid Capital),2 habs.,2 baños,119 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.671234,Piso en calle del Jardín de San Federico,1.390.000 €,Goya (Distrito Salamanca. Madrid Capital),3 habs.,3 baños,155 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.739612,Piso en calle del Conde de Peñalver,1.650.000 €,Goya (Distrito Barrio de Salamanca. Madrid Capital),2 habs.,2 baños,153 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.808978,Chalet en Centro,363.000 €,Guadalix de la Sierra,4 habs.,3 baños,190 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.878042,Dúplex en calle Cercado,179.500 €,Valdeavero,3 habs.,2 baños,127 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:20.951108,Piso en Loranca- Nuevo Versalles-Parque Miraflores,270.000 €,Loranca- Nuevo Versalles-Parque Miraflores (Fuenlabrada),3 habs.,2 baños,75 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.022376,"Dúplex en calle de Federico Orellana, 15",279.700 €,Centro-La Estación-Prado de La Laguna (San Lorenzo de El Escorial),2 habs.,78 m²,Bajo,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.091337,Piso en calle de Martínez Izquierdo,1.490.000 €,Guindalera (Distrito Barrio de Salamanca. Madrid Capital),4 habs.,3 baños,217 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.171290,Piso en calle de Adolfo Pérez Esquivel,655.000 €,Parque Empresarial (Las Rozas de Madrid),3 habs.,2 baños,88 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.242370,"Chalet en Avenida Víctimas del Terrorismo, 16",860.000 €,Sector B (Boadilla del Monte),4 habs.,4 baños,381 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.309880,Piso en calle del General Pardiñas,750.000 €,Lista (Distrito Barrio de Salamanca. Madrid Capital),2 habs.,2 baños,74 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.381883,Piso en calle del Alcatraz,218.000 €,Opañel (Distrito Carabanchel. Madrid Capital),3 habs.,1 baño,70 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.453841,Piso en calle de Goya,1.349.000 €,Recoletos (Distrito Barrio de Salamanca. Madrid Capital),2 habs.,2 baños,120 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.532795,Chalet en Las Lomas,1.550.000 €,El Olivar de Mirabal (Boadilla del Monte),5 habs.,7 baños,767 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.599757,Piso en calle del General Pardiñas,850.000 €,Lista (Distrito Barrio de Salamanca. Madrid Capital),3 habs.,2 baños,99 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.671715,Chalet en Monterrozas-El Cantizal,1.680.000 €,Centro (Las Rozas de Madrid),5 habs.,6 baños,720 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.737677,Ático en calle de Oruro,2.150.000 €,Hispanoamérica (Distrito Chamartín. Madrid Capital),4 habs.,4 baños,300 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.808637,Chalet en calle Puerto de Canencia,1.000.000 €,Puerto de Galapagar-Las Cuestas (Galapagar),5 habs.,4 baños,412 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.877597,Piso en calle de Núñez de Balboa,3.200.000 €,Castellana (Distrito Barrio de Salamanca. Madrid Capital),4 habs.,4 baños,233 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:21.946558,Chalet en Campodón,730.000 €,Castillo-Campodón (Villaviciosa de Odón),4 habs.,5 baños,206 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:22.015518,Ático en calle de Bolivia,1.500.000 €,Hispanoamérica (Distrito Chamartín. Madrid Capital),5 habs.,3 baños,223 m²,https://www.pisos.com/venta/pisos-madrid/3/#
2025-04-09T17:22:29.363199,Ático en El Guijo-Colonia España,490.000 €,El Guijo-Colonia España (Galapagar),5 habs.,3 baños,197 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:29.441779,"Ático en Avenida de los Reyes Católicos, 4",280.000 €,Hospital (Valdemoro),2 habs.,2 baños,109 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:29.511975,"Piso en Urbanización Parque de Miraflores, 44",189.500 €,Loranca- Nuevo Versalles-Parque Miraflores (Fuenlabrada),3 habs.,1 baño,95 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:29.581732,Piso en Moscardó,415.000 €,Moscardó (Distrito Usera. Madrid Capital),2 habs.,1 baño,74 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:29.652041,Chalet en calle de Cristóbal Colón,595.000 €,Guadarrama,6 habs.,4 baños,319 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:29.721292,Piso en calle de Don Ramón de la Cruz,269.000 €,Goya (Distrito Barrio de Salamanca. Madrid Capital),1 hab.,1 baño,30 m²,https://www.pisos.com/comprar/piso-goya28001-51703868044_100200/
2025-04-09T17:22:29.791053,Piso en Pueblo Nuevo,210.000 €,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),2 habs.,1 baño,52 m²,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-53341530340_100200/
2025-04-09T17:22:29.860616,Piso en Hortaleza,620.000 €,Canillas (Distrito Hortaleza. Madrid Capital),2 habs.,2 baños,96 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:29.936224,Piso en calle de Miraflores,210.000 €,Loranca- Nuevo Versalles-Parque Miraflores (Fuenlabrada),3 habs.,1 baño,80 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.011056,Apartamento en calle del Salitre,176.000 €,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),1 hab.,1 baño,29 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.084913,Piso en calle de Martínez Izquierdo,650.000 €,Guindalera (Distrito Barrio de Salamanca. Madrid Capital),3 habs.,1 baño,235 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.160176,Casa adosada en calle de María Telo,559.900 €,Parquelagos-Puente Nuevo (Galapagar),5 habs.,3 baños,283 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.231747,Ático en calle de Arturo Soria,1.490.000 €,San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital),3 habs.,2 baños,160 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.300706,Piso en calle del Conde de Peñalver,2.090.000 €,Goya (Distrito Barrio de Salamanca. Madrid Capital),3 habs.,2 baños,170 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.369311,"Piso en calle Iker Casillas, s/n",1.090.000 €,Valdelacasa (Alcobendas),4 habs.,2 baños,153 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.435691,Casa adosada en El Álamo,355.000 €,El Álamo,4 habs.,3 baños,191 m²,https://www.pisos.com/comprar/casa_adosada-el_alamo_centro_urbano-51689271663_100200/
2025-04-09T17:22:30.502652,Piso en Parque Ondarreta-Urtinsa,289.000 €,Parque Ondarreta-Urtinsa (Alcorcón),3 habs.,1 baño,85 m²,https://www.pisos.com/comprar/piso-parque_ondarreta_urtinsa28923-53344400089_100200/
2025-04-09T17:22:30.575481,Chalet en Avenida de la Iglesia,5.200.000 €,Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón),5 habs.,6 baños,1.287 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.647040,"Piso en calle del Oro, s/n",681.000 €,Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón),3 habs.,2 baños,131 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.714836,Apartamento en calle de San José,168.000 €,Carlos Ruiz (Collado Villalba),1 hab.,1 baño,51 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.785210,Piso en calle Pinto-San Roque,185.000 €,Calle Pinto-San Roque (Parla),2 habs.,1 baño,83 m²,https://www.pisos.com/comprar/piso-calle_pinto_san_roque-50850132795_100200/
2025-04-09T17:22:30.851012,"Piso en calle de Don Ramón de la Cruz, 34",2.170.000 €,Castellana (Distrito Barrio de Salamanca. Madrid Capital),4 habs.,4 baños,175 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.919972,Piso en calle de Sofía,450.000 €,Rosas (Distrito San Blas. Madrid Capital),3 habs.,2 baños,127 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:30.989623,Piso en Los Berrocales-Los Ahijones,417.600 €,Los Berrocales-Los Ahijones (Distrito Vicálvaro. Madrid Capital),2 habs.,2 baños,84 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:31.062597,Chalet unifamiliar en Carlos Ruiz,380.000 €,Carlos Ruiz (Collado Villalba),4 habs.,3 baños,185 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:31.131100,"Chalet adosado en calle del Cerro de Valdecahonde, 23",789.000 €,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),5 habs.,2 baños,205 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:31.205888,Piso en calle de los Altos de Saceruela,278.000 €,Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital),3 habs.,1 baño,98 m²,https://www.pisos.com/comprar/piso-casco_historico_de_vallecas28031-50073520919_100200/
2025-04-09T17:22:31.271850,"Piso en calle de Milán, 16",190.000 €,Zona Noreste (Torrejón de Ardoz),3 habs.,1 baño,84 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:31.340619,Piso en calle de Nájera,165.000 €,Vista Alegre (Distrito Carabanchel. Madrid Capital),2 habs.,1 baño,47 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:31.408505,"Piso en calle de Elvira Barrios, 8",203.000 €,San Isidro (Distrito Carabanchel. Madrid Capital),2 habs.,1 baño,67 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:31.475581,Chalet en calle de San Juan de la Cruz,590.000 €,Núcleo Urbano (Villanueva de la Cañada),4 habs.,3 baños,239 m²,https://www.pisos.com/venta/pisos-madrid/4/#
2025-04-09T17:22:37.737753,"Casa adosada en calle Valentín Robledo, s/n",1.690.000 €,Estación-Zona Norte (Pozuelo de Alarcón),4 habs.,4 baños,400 m²,https://www.pisos.com/venta/pisos-madrid/5/#
2025-04-09T17:22:37.809712,"Ático en calle de Caleruega, 79",930.000 €,Costillares (Distrito Ciudad Lineal. Madrid Capital),2 habs.,2 baños,123 m²,https://www.pisos.com/venta/pisos-madrid/5/#
2025-04-09T17:22:37.886668,Piso en Parque de La Coruña-Las Suertes,209.000 €,Parque de La Coruña-Las Suertes (Collado Villalba),3 habs.,1 baño,79 m²,https://www.pisos.com/comprar/piso-parque_de_la_coruna_las_suertes-27558043374_100200/
2025-04-09T17:22:37.959626,Ático en Puerta del Ángel,400.000 €,Puerta del Ángel (Distrito Latina. Madrid Capital),3 habs.,1 baño,69 m²,https://www.pisos.com/comprar/atico-puerta_del_angel-52546997551_100200/
2025-04-09T17:22:38.029586,Piso en Carabanchel,287.000 €,Puerta Bonita (Distrito Carabanchel. Madrid Capital),3 habs.,2 baños,87 m²,https://www.pisos.com/venta/pisos-madrid/5/#
2025-04-09T17:22:38.095547,Piso en Juan de la Cierva,195.000 €,Juan de la Cierva (Getafe),3 habs.,1 baño,68 m²,https://www.pisos.com/venta/pisos-madrid/5/#
2025-04-09T17:22:38.166506,Chalet en Hortaleza,7.000.000 €,Piovera (Distrito Hortaleza. Madrid Capital),6 habs.,8 baños,1.035 m²,https://www.pisos.com/venta/pisos-madrid/5/#
2025-04-09T17:22:38.233468,Casa unifamiliar en Rivas-Urbanizaciones,519.990 €,Rivas-Urbanizaciones (Rivas-Vaciamadrid),3 habs.,2 baños,174 m²,https://www.pisos.com/comprar/casa_unifamiliar-rivas_urbanizaciones28522-50927816982_100200/
2025-04-09T17:22:38.303428,Piso en calle de Ayala,1.095.000 €,Castellana (Distrito Barrio de Salamanca. Madrid Capital),3 habs.,2 baños,131 m²,https://www.pisos.com/venta/pisos-madrid/5/#
2025-04-09T17:22:38.369390,Chalet pareado en Avenida del Padre Cipriano,815.000 €,El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital),6 habs.,2 baños,187 m²,https://www.pisos.com/venta/pisos-madrid/5/#
2025-04-09T17:22:38.439350,Piso en calle de Joaquín Bau,2.290.000 €,Nueva España (Distrito Chamartín. Madrid Capital),3 habs.,4 baños,258 m²,https://www.pisos.com/venta/pisos-madrid/5/#
