titulo,ubicacion,precio,habitaciones,baños,metros,superficie_construida,link,url,lat,lon,piso,casa,atico,estudio,apartamento,duplex,chalet,finca,loft,conservacion,precio_m2,distrito
Piso en calle de Goya,Recoletos,1700.0,1.0,1.0,50.0,50.0,https://www.pisos.com/alquilar/piso-recoletos28001-53411103196_108900/,https://www.pisos.com/alquilar/piso-recoletos28001-53411103196_108900/,40.4249292,-3.6819886,True,False,False,False,False,False,False,False,False,En buen estado,34.0,Salamanca
"Piso en Avenida de la Ciudad de Barcelona, 13",Pacífico,1200.0,1.0,1.0,36.0,36.0,https://www.pisos.com/alquilar/piso-retiro_pacifico28014-53413624080_100500/,https://www.pisos.com/alquilar/piso-retiro_pacifico28014-53413624080_100500/,40.405,-3.68203,True,False,False,False,False,False,False,False,False,En buen estado,33.0,Retiro
Piso en calle de Lope de Vega,Cortes-Huertas,2300.0,3.0,1.0,135.0,135.0,https://www.pisos.com/alquilar/piso-cortes_huertas28014-48432984699_100500/,https://www.pisos.com/alquilar/piso-cortes_huertas28014-48432984699_100500/,40.4137504,-3.6967039,True,False,False,False,False,False,False,False,False,En buen estado,17.0,Centro
Piso en calle de Narváez,Ibiza,4900.0,3.0,3.0,170.0,170.0,https://www.pisos.com/alquilar/piso-ibiza28009-51679827130_100500/,https://www.pisos.com/alquilar/piso-ibiza28009-51679827130_100500/,40.4201507,-3.6759085,True,False,False,False,False,False,False,False,False,Reformado,28.0,Retiro
Piso en Distrito Salamanca,Castellana,3700.0,3.0,3.0,167.0,167.0,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-51753457590_108900/,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-51753457590_108900/,40.436180333,-3.683121663,True,False,False,False,False,False,False,False,False,En buen estado,22.0,Salamanca
Apartamento en Avenida de Menéndez Pelayo,Niño Jesús,1600.0,1.0,1.0,55.0,55.0,https://www.pisos.com/alquilar/apartamento-nino_jesus28009-52571320373_100500/,https://www.pisos.com/alquilar/apartamento-nino_jesus28009-52571320373_100500/,40.413331378,-3.676935405,False,False,False,False,True,False,False,False,False,En buen estado,29.0,Retiro
"Piso en calle del Príncipe de Vergara, 47",Castellana,1900.0,1.0,1.0,59.0,59.0,https://www.pisos.com/alquilar/piso-salamanca_castellana28001-49251555285_100500/,https://www.pisos.com/alquilar/piso-salamanca_castellana28001-49251555285_100500/,40.4295,-3.68001,True,False,False,False,False,False,False,False,False,En buen estado,30.0,Salamanca
Piso en Barrio Salamanca,Castellana,3600.0,2.0,3.0,152.0,152.0,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-50076513909_100500/,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-50076513909_100500/,40.4364248,-3.6883677,True,False,False,False,False,False,False,False,False,En buen estado,23.0,Salamanca
Piso en Travesía del Almendro,Palacio,1200.0,1.0,1.0,52.0,52.0,https://www.pisos.com/alquilar/piso-centro_palacio28005-50065392197_100500/,https://www.pisos.com/alquilar/piso-centro_palacio28005-50065392197_100500/,40.4130127,-3.7090459,True,False,False,False,False,False,False,False,False,En buen estado,23.0,Centro
Piso en calle de los Tres Peces,Embajadores-Lavapiés,1100.0,1.0,1.0,40.0,40.0,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-53412163078_100500/,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-53412163078_100500/,40.4108681,-3.6991882,True,False,False,False,False,False,False,False,False,En buen estado,27.0,Centro
Piso en calle de Valdetorres de Jarama,Pinar del Rey,1500.0,3.0,2.0,90.0,90.0,https://www.pisos.com/alquilar/piso-pinar_del_rey28033-49208363668_100500/,https://www.pisos.com/alquilar/piso-pinar_del_rey28033-49208363668_100500/,40.4718103,-3.6450172,True,False,False,False,False,False,False,False,False,En buen estado,16.0,Hortaleza
Piso en calle María de las Mercedes de Borbón,Valdebebas-Valdefuentes,2500.0,3.0,2.0,160.0,160.0,https://www.pisos.com/alquilar/piso-valdebebas_valdefuentes28055-52504941457_100500/,https://www.pisos.com/alquilar/piso-valdebebas_valdefuentes28055-52504941457_100500/,40.4931844,-3.6213183,True,False,False,False,False,False,False,False,False,En buen estado,15.0,Hortaleza
Piso en calle del Párroco Eusebio Cuenca,Delicias,1800.0,3.0,2.0,126.0,126.0,https://www.pisos.com/alquilar/piso-arganzuela_delicias-53358695979_100500/,https://www.pisos.com/alquilar/piso-arganzuela_delicias-53358695979_100500/,40.3967262,-3.6901395,True,False,False,False,False,False,False,False,False,En buen estado,16.0,Arganzuela
Ático en Centro,Embajadores-Lavapiés,2500.0,1.0,2.0,116.0,116.0,https://www.pisos.com/alquilar/atico-centro_embajadores_lavapies28012-53426389492_108900/,https://www.pisos.com/alquilar/atico-centro_embajadores_lavapies28012-53426389492_108900/,40.4135651,-3.7062339,False,False,True,False,False,False,False,False,False,En buen estado,21.0,Centro
Piso en calle de Fernando Poo,Chopera,1930.0,3.0,1.0,120.0,120.0,https://www.pisos.com/alquilar/piso-chopera28045-51671468066_100500/,https://www.pisos.com/alquilar/piso-chopera28045-51671468066_100500/,40.3961087,-3.699846,True,False,False,False,False,False,False,False,False,En buen estado,16.0,Arganzuela
Piso en Buenavista,Buenavista,975.0,2.0,1.0,77.0,77.0,https://www.pisos.com/alquilar/piso-carabanchel_buenavista28044-39243804808_100500/,https://www.pisos.com/alquilar/piso-carabanchel_buenavista28044-39243804808_100500/,40.3679228,-3.7598984,True,False,False,False,False,False,False,False,False,En buen estado,12.0,Carabanchel
Piso en Zofío,Zofío,1180.0,3.0,1.0,71.0,71.0,https://www.pisos.com/alquilar/piso-zofio28026-43419865028_100500/,https://www.pisos.com/alquilar/piso-zofio28026-43419865028_100500/,40.3797551,-3.7133227,True,False,False,False,False,False,False,False,False,En buen estado,16.0,Usera
Piso en calle de Cronos,Simancas,1550.0,3.0,2.0,114.0,114.0,https://www.pisos.com/alquilar/piso-san_blas_simancas28037-41676119503_519303/,https://www.pisos.com/alquilar/piso-san_blas_simancas28037-41676119503_519303/,40.439333,-3.618948,True,False,False,False,False,False,False,False,False,En buen estado,13.0,San Blas
Piso en calle de Abtao,Pacífico,1200.0,1.0,1.0,45.0,45.0,https://www.pisos.com/alquilar/piso-retiro_pacifico28007-45024668010_519303/,https://www.pisos.com/alquilar/piso-retiro_pacifico28007-45024668010_519303/,40.4043117,-3.6759324,True,False,False,False,False,False,False,False,False,En buen estado,26.0,Retiro
Piso en calle de la Virgen de los Peligros,Sol,2800.0,1.0,1.0,66.0,66.0,https://www.pisos.com/alquilar/piso-sol_barrio28013-52512245126_108900/,https://www.pisos.com/alquilar/piso-sol_barrio28013-52512245126_108900/,40.4188068,-3.6997657,True,False,False,False,False,False,False,False,False,A estrenar,42.0,Centro
"Piso en calle calle del Dr Cortezo,",Atocha,1200.0,2.0,1.0,70.0,70.0,https://www.pisos.com/alquilar/piso-atocha28012-43337284149_519303/,https://www.pisos.com/alquilar/piso-atocha28012-43337284149_519303/,40.394268294,-3.678581299,True,False,False,False,False,False,False,False,False,En buen estado,17.0,Arganzuela
Ático en Retiro,Jerónimos,1990.0,1.0,1.0,84.0,84.0,https://www.pisos.com/alquilar/atico-jeronimos28009-50915517980_108900/,https://www.pisos.com/alquilar/atico-jeronimos28009-50915517980_108900/,40.4179181,-3.6784122,False,False,True,False,False,False,False,False,False,En buen estado,23.0,Retiro
"Apartamento en calle de Algete, 6",Legazpi,1125.0,1.0,1.0,54.0,54.0,https://www.pisos.com/alquilar/apartamento-legazpi_barrio28045-35049318432_518087/,https://www.pisos.com/alquilar/apartamento-legazpi_barrio28045-35049318432_518087/,40.38880879674296,-3.694653982596656,False,False,False,False,True,False,False,False,False,En buen estado,20.0,Arganzuela
Apartamento en calle de los Cuchilleros,Sol,2470.0,2.0,1.0,80.0,80.0,https://www.pisos.com/alquilar/apartamento-sol_barrio28005-50077129007_100500/,https://www.pisos.com/alquilar/apartamento-sol_barrio28005-50077129007_100500/,40.4142562,-3.707922,False,False,False,False,True,False,False,False,False,A estrenar,30.0,Centro
"Piso en calle de Azcona, 31",Guindalera,1715.0,2.0,2.0,77.0,77.0,https://www.pisos.com/alquilar/piso-guindalera28028-52584854660_518087/,https://www.pisos.com/alquilar/piso-guindalera28028-52584854660_518087/,40.434925,-3.6682975,True,False,False,False,False,False,False,False,False,En buen estado,24.0,Salamanca
Piso en calle de Catrejón,Pinar del Rey,2300.0,4.0,2.0,147.0,147.0,https://www.pisos.com/alquilar/piso-pinar_del_rey28033-52579956990_100200/,https://www.pisos.com/alquilar/piso-pinar_del_rey28033-52579956990_100200/,40.463056,-3.6613354,True,False,False,False,False,False,False,False,False,En buen estado,15.0,Hortaleza
"Estudio en calle de Maldonado, 55",Lista,1210.0,1.0,1.0,36.0,36.0,https://www.pisos.com/alquilar/estudio-barrio_de_salamanca_lista28006-47546327902_518087/,https://www.pisos.com/alquilar/estudio-barrio_de_salamanca_lista28006-47546327902_518087/,40.433765,-3.6782417,False,False,False,True,False,False,False,False,False,Reformado,31.0,Salamanca
Ático en calle de Atocha,Cortes-Huertas,1490.0,2.0,2.0,80.0,80.0,https://www.pisos.com/alquilar/atico-cortes_huertas28012-47562848760_100500/,https://www.pisos.com/alquilar/atico-cortes_huertas28012-47562848760_100500/,40.4139675,-3.7026475,False,False,True,False,False,False,False,False,False,En buen estado,18.0,Centro
Piso en Pasadizo de San Ginés,Sol,2462.0,2.0,1.0,55.0,55.0,https://www.pisos.com/alquilar/piso-sol_barrio28013-38344489691_100500/,https://www.pisos.com/alquilar/piso-sol_barrio28013-38344489691_100500/,40.4171059,-3.706634,True,False,False,False,False,False,False,False,False,En buen estado,44.0,Centro
Piso en Puerta del Ángel,Puerta del Ángel,1110.0,2.0,1.0,56.0,56.0,https://www.pisos.com/alquilar/piso-puerta_del_angel-32583555437_100500/,https://www.pisos.com/alquilar/piso-puerta_del_angel-32583555437_100500/,40.406112,-3.7384221,True,False,False,False,False,False,False,False,False,En buen estado,19.0,Latina
Piso en calle de la Ruda,Embajadores-Lavapiés,2250.0,3.0,1.0,78.0,78.0,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28005-45070476512_519303/,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28005-45070476512_519303/,40.4105109,-3.7079386,True,False,False,False,False,False,False,False,False,En buen estado,28.0,Centro
Piso en Palos de Moguer,Palos de Moguer,1650.0,2.0,2.0,104.0,104.0,https://www.pisos.com/alquilar/piso-palos_de_moguer28045-50849260082_100200/,https://www.pisos.com/alquilar/piso-palos_de_moguer28045-50849260082_100200/,40.4016681,-3.6959382,True,False,False,False,False,False,False,False,False,En buen estado,15.0,Arganzuela
Piso en calle Valderribas,Pacífico,2050.0,3.0,2.0,85.0,85.0,https://www.pisos.com/alquilar/piso-retiro_pacifico28007-50903065064_100500/,https://www.pisos.com/alquilar/piso-retiro_pacifico28007-50903065064_100500/,40.4048902,-3.6766912,True,False,False,False,False,False,False,False,False,En buen estado,24.0,Retiro
Piso en Avenida de la Peseta,Pau de Carabanchel,1075.0,1.0,1.0,39.0,39.0,https://www.pisos.com/alquilar/piso-pau_de_carabanchel28054-52533766153_100500/,https://www.pisos.com/alquilar/piso-pau_de_carabanchel28054-52533766153_100500/,40.3620778,-3.7495464,True,False,False,False,False,False,False,False,False,En buen estado,27.0,Carabanchel
Piso en Arganzuela,Chopera,1195.0,3.0,1.0,85.0,85.0,https://www.pisos.com/alquilar/piso-chopera28045-52569610707_108900/,https://www.pisos.com/alquilar/piso-chopera28045-52569610707_108900/,40.3963844,-3.6986388,True,False,False,False,False,False,False,False,False,En buen estado,14.0,Arganzuela
Piso en Hellín,Hellín,1180.0,3.0,1.0,59.0,59.0,https://www.pisos.com/alquilar/piso-san_blas_hellin28037-31686987109_100500/,https://www.pisos.com/alquilar/piso-san_blas_hellin28037-31686987109_100500/,40.4319271,-3.6166024,True,False,False,False,False,False,False,False,False,En buen estado,20.0,San Blas
"Piso en calle de las Viñas del Río, 14",Butarque,945.0,1.0,1.0,51.0,51.0,https://www.pisos.com/alquilar/piso-butarque28021-51668700106_100500/,https://www.pisos.com/alquilar/piso-butarque28021-51668700106_100500/,40.3402,-3.67929,True,False,False,False,False,False,False,False,False,En buen estado,18.0,Villaverde
Piso en San Andrés,San Andrés,1200.0,3.0,1.0,75.0,75.0,https://www.pisos.com/alquilar/piso-villaverde_san_andres28021-39230648340_100500/,https://www.pisos.com/alquilar/piso-villaverde_san_andres28021-39230648340_100500/,40.3444006,-3.708574,True,False,False,False,False,False,False,False,False,En buen estado,16.0,Villaverde
Piso en Entrevías,Entrevías,1185.0,3.0,1.0,61.0,61.0,https://www.pisos.com/alquilar/piso-puente_de_vallecas_entrevias28053-52539508012_100500/,https://www.pisos.com/alquilar/piso-puente_de_vallecas_entrevias28053-52539508012_100500/,40.3815738,-3.6713286,True,False,False,False,False,False,False,False,False,En buen estado,19.0,Puente de Vallecas
Piso en San Cristóbal,San Cristóbal,1020.0,3.0,1.0,57.0,57.0,https://www.pisos.com/alquilar/piso-villaverde_san_cristobal-52567929575_100500/,https://www.pisos.com/alquilar/piso-villaverde_san_cristobal-52567929575_100500/,40.3434745,-3.6857388,True,False,False,False,False,False,False,False,False,En buen estado,17.0,Villaverde
Apartamento en Opañel,Opañel,700.0,1.0,1.0,32.0,32.0,https://www.pisos.com/alquilar/apartamento-opanel28019-53377154735_516598/,https://www.pisos.com/alquilar/apartamento-opanel28019-53377154735_516598/,40.3904069,-3.7272669,False,False,False,False,True,False,False,False,False,En buen estado,21.0,Carabanchel
Piso en calle de Maldonado,Castellana,2100.0,2.0,2.0,84.0,84.0,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-51732146134_100500/,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-51732146134_100500/,40.4338358,-3.679972,True,False,False,False,False,False,False,False,False,En buen estado,25.0,Salamanca
Piso en Ciudad Lineal,Ventas,1250.0,3.0,2.0,90.0,90.0,https://www.pisos.com/alquilar/piso-ventas28017-52547911148_108900/,https://www.pisos.com/alquilar/piso-ventas28017-52547911148_108900/,40.433106,-3.6403509,True,False,False,False,False,False,False,False,False,En buen estado,13.0,Ciudad Lineal
Piso en Butarque,Butarque,1060.0,2.0,1.0,67.0,67.0,https://www.pisos.com/alquilar/piso-butarque28021-52547434150_100500/,https://www.pisos.com/alquilar/piso-butarque28021-52547434150_100500/,40.3538984,-3.6821495,True,False,False,False,False,False,False,False,False,En buen estado,15.0,Villaverde
Piso en Vista Alegre,Vista Alegre,1000.0,2.0,1.0,47.0,47.0,https://www.pisos.com/alquilar/piso-carabanchel_vista_alegre28025-51727357410_100500/,https://www.pisos.com/alquilar/piso-carabanchel_vista_alegre28025-51727357410_100500/,40.3858355,-3.737007,True,False,False,False,False,False,False,False,False,En buen estado,21.0,Carabanchel
Piso en Palomeras Sureste,Palomeras Sureste,1215.0,3.0,1.0,61.0,61.0,https://www.pisos.com/alquilar/piso-palomeras_sureste28018-35918878968_100500/,https://www.pisos.com/alquilar/piso-palomeras_sureste28018-35918878968_100500/,40.3862472,-3.6398217,True,False,False,False,False,False,False,False,False,En buen estado,19.0,Puente de Vallecas
Piso en Abrantes,Abrantes,1150.0,3.0,1.0,72.0,72.0,https://www.pisos.com/alquilar/piso-abrantes28025-36676721545_100500/,https://www.pisos.com/alquilar/piso-abrantes28025-36676721545_100500/,40.3768337,-3.7337669,True,False,False,False,False,False,False,False,False,En buen estado,15.0,Carabanchel
Piso en Numancia,Numancia,1200.0,3.0,1.0,59.0,59.0,https://www.pisos.com/alquilar/piso-numancia28038-50901992927_100500/,https://www.pisos.com/alquilar/piso-numancia28038-50901992927_100500/,40.3973921,-3.6578094,True,False,False,False,False,False,False,False,False,En buen estado,20.0,Puente de Vallecas
Piso en Los Ángeles,Los Ángeles,1230.0,3.0,1.0,63.0,63.0,https://www.pisos.com/alquilar/piso-villaverde_los_angeles28041-53356157619_100500/,https://www.pisos.com/alquilar/piso-villaverde_los_angeles28041-53356157619_100500/,40.3514706,-3.6944628,True,False,False,False,False,False,False,False,False,En buen estado,19.0,Villaverde
"Ático en calle del Pintor Ignacio Zuloaga, 8",Sanchinarro,1455.0,2.0,1.0,74.0,74.0,https://www.pisos.com/alquilar/atico-sanchinarro28050-43379253317_100500/,https://www.pisos.com/alquilar/atico-sanchinarro28050-43379253317_100500/,40.4853,-3.65143,False,False,True,False,False,False,False,False,False,En buen estado,19.0,Hortaleza
Piso en Casco Histórico de Barajas,Casco Histórico de Barajas,1090.0,2.0,1.0,48.0,48.0,https://www.pisos.com/alquilar/piso-casco_historico_de_barajas-24169188029_100500/,https://www.pisos.com/alquilar/piso-casco_historico_de_barajas-24169188029_100500/,40.4700225,-3.5795346,True,False,False,False,False,False,False,False,False,En buen estado,22.0,Barajas
Piso en Amposta,Amposta,1290.0,3.0,1.0,72.0,72.0,https://www.pisos.com/alquilar/piso-san_blas_amposta-53431921607_100500/,https://www.pisos.com/alquilar/piso-san_blas_amposta-53431921607_100500/,40.426201,-3.6216517,True,False,False,False,False,False,False,False,False,En buen estado,17.0,San Blas
"Apartamento en calle de Antonio López, 191",Almendrales,1250.0,1.0,1.0,61.0,61.0,https://www.pisos.com/alquilar/apartamento-almendrales28026-52546983302_109800/,https://www.pisos.com/alquilar/apartamento-almendrales28026-52546983302_109800/,40.385292,-3.695741,False,False,False,False,True,False,False,False,False,A estrenar,20.0,Usera
Dúplex en Goya,Goya,2100.0,1.0,1.0,75.0,75.0,https://www.pisos.com/alquilar/duplex-goya28009-50024480119_100500/,https://www.pisos.com/alquilar/duplex-goya28009-50024480119_100500/,40.4249842,-3.6759335,False,False,False,False,False,True,False,False,False,En buen estado,28.0,Salamanca
Piso en Adelfas,Adelfas,2000.0,4.0,2.0,115.0,115.0,https://www.pisos.com/alquilar/piso-adelfas28007-53388134519_100500/,https://www.pisos.com/alquilar/piso-adelfas28007-53388134519_100500/,40.4051437,-3.6671826,True,False,False,False,False,False,False,False,False,En buen estado,17.0,Retiro
Piso en Portazgo,Portazgo,1045.0,2.0,1.0,58.0,58.0,https://www.pisos.com/alquilar/piso-puente_de_vallecas_portazgo28038-26734297250_100500/,https://www.pisos.com/alquilar/piso-puente_de_vallecas_portazgo28038-26734297250_100500/,40.3878497,-3.6462241,True,False,False,False,False,False,False,False,False,En buen estado,18.0,Puente de Vallecas
Apartamento en calle Mayor,Sol,1490.0,2.0,1.0,83.0,83.0,https://www.pisos.com/alquilar/apartamento-sol_barrio28012-26765671161_100500/,https://www.pisos.com/alquilar/apartamento-sol_barrio28012-26765671161_100500/,40.4162921,-3.7060525,False,False,False,False,True,False,False,False,False,En buen estado,17.0,Centro
Piso en Pradolongo,Pradolongo,1140.0,3.0,1.0,57.0,57.0,https://www.pisos.com/alquilar/piso-usera_pradolongo28026-50931315703_100500/,https://www.pisos.com/alquilar/piso-usera_pradolongo28026-50931315703_100500/,40.380643,-3.7082966,True,False,False,False,False,False,False,False,False,En buen estado,20.0,Usera
Piso en calle de Lanuza,Fuente del Berro,2050.0,2.0,2.0,83.0,83.0,https://www.pisos.com/alquilar/piso-fuente_del_berro28028-52534033392_109300/,https://www.pisos.com/alquilar/piso-fuente_del_berro28028-52534033392_109300/,40.4245443,-3.6652777,True,False,False,False,False,False,False,False,False,A estrenar,24.0,Salamanca
Piso en Cármenes,Cármenes,1025.0,2.0,1.0,43.0,43.0,https://www.pisos.com/alquilar/piso-latina_carmenes28047-24182574399_100500/,https://www.pisos.com/alquilar/piso-latina_carmenes28047-24182574399_100500/,40.4048745,-3.7315251,True,False,False,False,False,False,False,False,False,En buen estado,23.0,Latina
Piso en Costillares,Costillares,1500.0,1.0,1.0,67.0,67.0,https://www.pisos.com/alquilar/piso-costillares-53398312895_100500/,https://www.pisos.com/alquilar/piso-costillares-53398312895_100500/,40.473202,-3.6719738,True,False,False,False,False,False,False,False,False,En buen estado,22.0,Ciudad Lineal
Piso en Canillejas,Canillejas,1230.0,3.0,1.0,72.0,72.0,https://www.pisos.com/alquilar/piso-san_blas_canillejas28022-30889935773_100500/,https://www.pisos.com/alquilar/piso-san_blas_canillejas28022-30889935773_100500/,40.4409142,-3.6107954,True,False,False,False,False,False,False,False,False,En buen estado,17.0,San Blas
"Piso en calle de Manuela Malasaña, 22",Universidad-Malasaña,2800.0,2.0,2.0,103.0,103.0,https://www.pisos.com/alquilar/piso-universidad_malasana28004-53352396111_109800/,https://www.pisos.com/alquilar/piso-universidad_malasana28004-53352396111_109800/,40.42884,-3.704715,True,False,False,False,False,False,False,False,False,A estrenar,27.0,Centro
Piso en Canillas,Canillas,1650.0,2.0,2.0,112.0,112.0,https://www.pisos.com/alquilar/piso-hortaleza_canillas28043-53420508145_100500/,https://www.pisos.com/alquilar/piso-hortaleza_canillas28043-53420508145_100500/,40.4632789,-3.6451311,True,False,False,False,False,False,False,False,False,En buen estado,14.0,Hortaleza
Dúplex en Recoletos,Recoletos,1550.0,1.0,1.0,46.0,46.0,https://www.pisos.com/alquilar/duplex-recoletos28001-53361271056_100500/,https://www.pisos.com/alquilar/duplex-recoletos28001-53361271056_100500/,40.4262632,-3.6865659,False,False,False,False,False,True,False,False,False,En buen estado,33.0,Salamanca
Dúplex en Madrid,Palacio,2900.0,3.0,3.0,156.0,156.0,https://www.pisos.com/alquilar/duplex-centro_palacio28005-45066421958_100500/,https://www.pisos.com/alquilar/duplex-centro_palacio28005-45066421958_100500/,40.4137811,-3.7123862,False,False,False,False,False,True,False,False,False,En buen estado,18.0,Centro
"Piso en calle de Delicias, 34",Palos de Moguer,900.0,1.0,1.0,42.0,42.0,https://www.pisos.com/alquilar/piso-palos_de_moguer28045-53368519086_109800/,https://www.pisos.com/alquilar/piso-palos_de_moguer28045-53368519086_109800/,40.403893,-3.691348,True,False,False,False,False,False,False,False,False,En buen estado,21.0,Arganzuela
"Piso en calle de Antonio López, 204",Almendrales,800.0,1.0,1.0,45.0,45.0,https://www.pisos.com/alquilar/piso-almendrales28026-53403733170_109800/,https://www.pisos.com/alquilar/piso-almendrales28026-53403733170_109800/,40.38672,-3.6980586,True,False,False,False,False,False,False,False,False,En buen estado,17.0,Usera
"Piso en calle de Arrieta, 2",Palacio,3800.0,3.0,2.0,193.0,193.0,https://www.pisos.com/alquilar/piso-centro_palacio28013-52535297241_109800/,https://www.pisos.com/alquilar/piso-centro_palacio28013-52535297241_109800/,40.41864,-3.7097995,True,False,False,False,False,False,False,False,False,Reformado,19.0,Centro
"Piso en calle del General Pardiñas, 15",Goya,1600.0,1.0,1.0,50.0,50.0,https://www.pisos.com/alquilar/piso-goya28001-53391871770_109800/,https://www.pisos.com/alquilar/piso-goya28001-53391871770_109800/,40.425472,-3.6787539,True,False,False,False,False,False,False,False,False,En buen estado,32.0,Salamanca
"Piso en calle del Príncipe de Vergara, 3",Recoletos,1000.0,2.0,1.0,48.0,48.0,https://www.pisos.com/alquilar/piso-recoletos28001-51761835679_109800/,https://www.pisos.com/alquilar/piso-recoletos28001-51761835679_109800/,40.423035,-3.6805503,True,False,False,False,False,False,False,False,False,En buen estado,20.0,Salamanca
"Piso en calle del Lago Constanza, 89",Pueblo Nuevo,850.0,1.0,1.0,40.0,40.0,https://www.pisos.com/alquilar/piso-ciudad_lineal_pueblo_nuevo28017-50879090686_109800/,https://www.pisos.com/alquilar/piso-ciudad_lineal_pueblo_nuevo28017-50879090686_109800/,40.42808,-3.6455252,True,False,False,False,False,False,False,False,False,En buen estado,21.0,Ciudad Lineal
"Piso en calle de Hontoria del Pinar, 5",Costillares,1600.0,2.0,2.0,90.0,90.0,https://www.pisos.com/alquilar/piso-costillares-52570479412_109800/,https://www.pisos.com/alquilar/piso-costillares-52570479412_109800/,40.4814,-3.667381,True,False,False,False,False,False,False,False,False,A estrenar,17.0,Ciudad Lineal
"Piso en calle de López de Aranda, 13",Salvador,1850.0,3.0,2.0,158.0,158.0,https://www.pisos.com/alquilar/piso-san_blas_salvador28027-53358286260_109800/,https://www.pisos.com/alquilar/piso-san_blas_salvador28027-53358286260_109800/,40.443333,-3.6371617,True,False,False,False,False,False,False,False,False,En buen estado,11.0,San Blas
"Piso en calle de Dulce Chacón, 45",Virgen del Cortijo-Manoteras,1500.0,2.0,2.0,73.0,73.0,https://www.pisos.com/alquilar/piso-virgen_del_cortijo_manoteras28050-49231598447_109800/,https://www.pisos.com/alquilar/piso-virgen_del_cortijo_manoteras28050-49231598447_109800/,40.48617,-3.6704445,True,False,False,False,False,False,False,False,False,En buen estado,20.0,Hortaleza
"Piso en Avenida de Pablo Neruda, 77",Palomeras Sureste,1390.0,3.0,2.0,102.0,102.0,https://www.pisos.com/alquilar/piso-palomeras_bajas28018-52501086184_109800/,https://www.pisos.com/alquilar/piso-palomeras_bajas28018-52501086184_109800/,40.381065,-3.653547,True,False,False,False,False,False,False,False,False,En buen estado,13.0,Puente de Vallecas
"Piso en calle del Arroyo Fontarrón, 467",Pavones,1290.0,3.0,1.0,87.0,87.0,https://www.pisos.com/alquilar/piso-pavones-53403672271_109800/,https://www.pisos.com/alquilar/piso-pavones-53403672271_109800/,40.39578302050367,-3.633832701668126,True,False,False,False,False,False,False,False,False,Reformado,14.0,Moratalaz
"Piso en calle de la Sombrerería, 6",Embajadores-Lavapiés,1050.0,1.0,1.0,33.0,33.0,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-51747412864_109800/,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-51747412864_109800/,40.407455,-3.6997385,True,False,False,False,False,False,False,False,False,Reformado,31.0,Centro
"Loft en calle de Gandhi, 13",Pueblo Nuevo,1050.0,1.0,1.0,50.0,50.0,https://www.pisos.com/alquilar/loft-ciudad_lineal_pueblo_nuevo28017-50856127100_109800/,https://www.pisos.com/alquilar/loft-ciudad_lineal_pueblo_nuevo28017-50856127100_109800/,40.4239,-3.63541,False,False,False,False,False,False,False,False,True,A estrenar,21.0,Ciudad Lineal
"Piso en calle de la Madera, 22",Universidad-Malasaña,2800.0,1.0,1.0,110.0,110.0,https://www.pisos.com/alquilar/piso-universidad_malasana28004-53355857083_109800/,https://www.pisos.com/alquilar/piso-universidad_malasana28004-53355857083_109800/,40.42359,-3.704194,True,False,False,False,False,False,False,False,False,En buen estado,25.0,Centro
"Piso en calle de Buenavista, 4",Embajadores-Lavapiés,1877.0,2.0,1.0,55.0,55.0,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-52539616625_109800/,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-52539616625_109800/,40.410595,-3.698337,True,False,False,False,False,False,False,False,False,En buen estado,34.0,Centro
"Dúplex en calle de los Abades, 11",Embajadores-Lavapiés,1385.0,1.0,1.0,60.0,60.0,https://www.pisos.com/alquilar/duplex-centro_embajadores_lavapies28012-52568497481_109800/,https://www.pisos.com/alquilar/duplex-centro_embajadores_lavapies28012-52568497481_109800/,40.40986,-3.7055326,False,False,False,False,False,True,False,False,False,En buen estado,23.0,Centro
"Piso en calle de Ricardo Ortiz, 86",Ventas,1950.0,4.0,2.0,139.0,139.0,https://www.pisos.com/alquilar/piso-ventas28017-53383412549_109800/,https://www.pisos.com/alquilar/piso-ventas28017-53383412549_109800/,40.424263,-3.658398,True,False,False,False,False,False,False,False,False,Reformado,14.0,Ciudad Lineal
"Piso en Avenida de Oporto, 98",Opañel,900.0,3.0,1.0,64.0,64.0,https://www.pisos.com/alquilar/piso-opanel28019-53370915238_109800/,https://www.pisos.com/alquilar/piso-opanel28019-53370915238_109800/,40.387306,-3.7295804,True,False,False,False,False,False,False,False,False,En buen estado,14.0,Carabanchel
